Var1	Var2
TRPGLUGLYt	Transport, extracellular
TRPGLULEUt	Transport, extracellular
TRPGLUPROt	Transport, extracellular
TRPGLUTYRt	Transport, extracellular
TRPGLYLEUt	Transport, extracellular
TRPGLYPHEt	Transport, extracellular
TRPGLYVALt	Transport, extracellular
TRPHISMETt	Transport, extracellular
TRPILELYSt	Transport, extracellular
TRPILETRPt	Transport, extracellular
TRPLEUVALt	Transport, extracellular
TRPLYSt	Transport, extracellular
TRPMETARGt	Transport, extracellular
TRPMETVALt	Transport, extracellular
TRPPHEt	Transport, extracellular
TRPPROGLYt	Transport, extracellular
TRPPROLEUt	Transport, extracellular
TRPPROVALt	Transport, extracellular
TRPSERTYRt	Transport, extracellular
TRPTHRGLUt	Transport, extracellular
TRPTHRILEt	Transport, extracellular
TRPTHRTYRt	Transport, extracellular
TRPTYRGLNt	Transport, extracellular
TRPTYRTYRt	Transport, extracellular
TRPVALASPt	Transport, extracellular
TYRALAt	Transport, extracellular
TYRALAPHEt	Transport, extracellular
TYRARGGLUt	Transport, extracellular
TYRARGSERt	Transport, extracellular
TYRASPARGt	Transport, extracellular
TYRCYSGLYt	Transport, extracellular
TYRCYSTHRt	Transport, extracellular
TYRGLUt	Transport, extracellular
TYRLEUARGt	Transport, extracellular
TYRPHETYRt	Transport, extracellular
TYRTHRt	Transport, extracellular
TYRTRPPHEt	Transport, extracellular
TYRTYRt	Transport, extracellular
TYRVALMETt	Transport, extracellular
VALARGGLYt	Transport, extracellular
VALHISASNt	Transport, extracellular
VALLEUPHEt	Transport, extracellular
VALLYSTYRt	Transport, extracellular
VALPHEARGt	Transport, extracellular
VALPROTRPt	Transport, extracellular
VALSERARGt	Transport, extracellular
VALTRPPHEt	Transport, extracellular
VALTRPVALt	Transport, extracellular
VALVALt	Transport, extracellular
TRPGLYASPt	Transport, extracellular
ALAARGCYSr	Peptide metabolism
ALAARGGLYr	Peptide metabolism
ALAASNLEUr	Peptide metabolism
ALAGLYLYSr	Peptide metabolism
ALAHISALAr	Peptide metabolism
ALALYSTHRr	Peptide metabolism
ARGALAALAr	Peptide metabolism
ARGALAPHEr	Peptide metabolism
ARGALATHRr	Peptide metabolism
ARGARGr	Peptide metabolism
ARGARGLYSr	Peptide metabolism
ARGARGMETr	Peptide metabolism
ARGCYSGLYr	Peptide metabolism
ARGCYSSERr	Peptide metabolism
ARGGLUGLUr	Peptide metabolism
ARGGLUPROr	Peptide metabolism
ARGGLYGLYr	Peptide metabolism
ARGHISTHRr	Peptide metabolism
ARGLEUPHEr	Peptide metabolism
ARGLYSASPr	Peptide metabolism
ARGPHEARGr	Peptide metabolism
ARGPROMETr	Peptide metabolism
ARGPROTHRr	Peptide metabolism
ARGSERSERr	Peptide metabolism
ARGTYRVALr	Peptide metabolism
ARGVALCYSr	Peptide metabolism
ARGVALTRPr	Peptide metabolism
ASNASNARGr	Peptide metabolism
ASNCYSCYSr	Peptide metabolism
ASNMETPROr	Peptide metabolism
ASNPHEASPr	Peptide metabolism
ASNPHECYSr	Peptide metabolism
ASNTYRGLYr	Peptide metabolism
ASNTYRPHEr	Peptide metabolism
ASNTYRTHRr	Peptide metabolism
ASPALAARGr	Peptide metabolism
ASPASNGLUr	Peptide metabolism
ASPGLUr	Peptide metabolism
ASPGLUPROr	Peptide metabolism
ASPGLUTRPr	Peptide metabolism
ASPHISCYSr	Peptide metabolism
ASPHISPROr	Peptide metabolism
ASPLYSGLUr	Peptide metabolism
ASPLYSHISr	Peptide metabolism
ASPMETASPr	Peptide metabolism
ASPPROLYSr	Peptide metabolism
ASPVALASNr	Peptide metabolism
CYSASNMETr	Peptide metabolism
CYSASPPHEr	Peptide metabolism
CYSCYSr	Peptide metabolism
CYSGLNMETr	Peptide metabolism
CYSGLUHISr	Peptide metabolism
CYSGLUTRPr	Peptide metabolism
CYSLEUTHRr	Peptide metabolism
CYSSERMETr	Peptide metabolism
CYSTYRASNr	Peptide metabolism
GLNASNGLNr	Peptide metabolism
GLNHISHISr	Peptide metabolism
GLNHISLYSr	Peptide metabolism
GLNLYSLYSr	Peptide metabolism
GLNLYSTRPr	Peptide metabolism
GLNPROGLUr	Peptide metabolism
GLNTRPGLUr	Peptide metabolism
GLNTYRLEUr	Peptide metabolism
GLUARGLEUr	Peptide metabolism
GLUASNLEUr	Peptide metabolism
GLUGLUr	Peptide metabolism
GLUILELYSr	Peptide metabolism
GLULEUr	Peptide metabolism
GLUMETr	Peptide metabolism
GLUMETHISr	Peptide metabolism
GLUTHRr	Peptide metabolism
GLUTHRLYSr	Peptide metabolism
GLUTRPALAr	Peptide metabolism
GLYHISASNr	Peptide metabolism
GLYHISLYSr	Peptide metabolism
GLYLYSCYSr	Peptide metabolism
GLYLYSPHEr	Peptide metabolism
GLYTYRLYSr	Peptide metabolism
GLYVALHISr	Peptide metabolism
HISARGCYSr	Peptide metabolism
HISARGSERr	Peptide metabolism
HISASPr	Peptide metabolism
HISCYSCYSr	Peptide metabolism
HISGLNALAr	Peptide metabolism
HISGLUr	Peptide metabolism
HISGLUGLNr	Peptide metabolism
HISGLYLYSr	Peptide metabolism
HISHISLYSr	Peptide metabolism
HISLYSALAr	Peptide metabolism
HISLYSGLUr	Peptide metabolism
HISLYSILEr	Peptide metabolism
HISLYSTHRr	Peptide metabolism
HISLYSVALr	Peptide metabolism
HISMETr	Peptide metabolism
HISMETGLNr	Peptide metabolism
HISPHEARGr	Peptide metabolism
HISPROLYSr	Peptide metabolism
HISTRPHISr	Peptide metabolism
ILEARGILEr	Peptide metabolism
ILEASNHISr	Peptide metabolism
ILEASPr	Peptide metabolism
ILEGLNGLUr	Peptide metabolism
ILEGLYARGr	Peptide metabolism
ILEPROLYSr	Peptide metabolism
ILESERARGr	Peptide metabolism
ILETRPTYRr	Peptide metabolism
LEUALAARGr	Peptide metabolism
LEUASNASPr	Peptide metabolism
LEUASPLYSr	Peptide metabolism
LEULEUTRPr	Peptide metabolism
LEUPROr	Peptide metabolism
LEUPROARGr	Peptide metabolism
LEUSERTRPr	Peptide metabolism
LEUTRPr	Peptide metabolism
LEUTRPARGr	Peptide metabolism
LEUTYRTYRr	Peptide metabolism
LEUVALr	Peptide metabolism
LYSARGLEUr	Peptide metabolism
LYSCYSHISr	Peptide metabolism
LYSGLNPHEr	Peptide metabolism
LYSGLUGLUr	Peptide metabolism
LYSLYSLYSr	Peptide metabolism
LYSPHEILEr	Peptide metabolism
LYSTRPARGr	Peptide metabolism
LYSTYRILEr	Peptide metabolism
LYSVALPHEr	Peptide metabolism
LYSVALTRPr	Peptide metabolism
METARGLEUr	Peptide metabolism
METASNTYRr	Peptide metabolism
METGLNTYRr	Peptide metabolism
METGLYARGr	Peptide metabolism
METHISLYSr	Peptide metabolism
METMETILEr	Peptide metabolism
METPHEARGr	Peptide metabolism
METTRPPHEr	Peptide metabolism
PHEASNMETr	Peptide metabolism
PHEASPr	Peptide metabolism
PHEGLNPHEr	Peptide metabolism
PHELEUr	Peptide metabolism
PHELEUASPr	Peptide metabolism
PHELEUHISr	Peptide metabolism
PHELYSALAr	Peptide metabolism
PHELYSPROr	Peptide metabolism
PHEPHEr	Peptide metabolism
PHEPHEASNr	Peptide metabolism
PHEPHETHRr	Peptide metabolism
PHEPROARGr	Peptide metabolism
PHESERTRPr	Peptide metabolism
PHETHRLYSr	Peptide metabolism
PHETRPLEUr	Peptide metabolism
PHETYRr	Peptide metabolism
PHETYRGLNr	Peptide metabolism
PHETYRLYSr	Peptide metabolism
PROARGASPr	Peptide metabolism
PROARGCYSr	Peptide metabolism
PROASNCYSr	Peptide metabolism
PROCYSr	Peptide metabolism
PROGLNPROr	Peptide metabolism
PROGLULYSr	Peptide metabolism
PROHISr	Peptide metabolism
PROHISTYRr	Peptide metabolism
PROLEUARGr	Peptide metabolism
PROLYSPROr	Peptide metabolism
PROPHEr	Peptide metabolism
PROPROARGr	Peptide metabolism
PROPROPROr	Peptide metabolism
PROTRPLYSr	Peptide metabolism
PROTRPTHRr	Peptide metabolism
PROVALGLNr	Peptide metabolism
SERARGALAr	Peptide metabolism
SERARGTRPr	Peptide metabolism
SERCYSARGr	Peptide metabolism
SERGLYGLUr	Peptide metabolism
SERLYSHISr	Peptide metabolism
SERPHELYSr	Peptide metabolism
SERTRPHISr	Peptide metabolism
THRARGTYRr	Peptide metabolism
THRASNTYRr	Peptide metabolism
THRGLNGLUr	Peptide metabolism
THRGLNTYRr	Peptide metabolism
THRHISHISr	Peptide metabolism
THRILEARGr	Peptide metabolism
THRMETARGr	Peptide metabolism
THRPHEARGr	Peptide metabolism
THRSERARGr	Peptide metabolism
THRTHRARGr	Peptide metabolism
THRTYRMETr	Peptide metabolism
TRPALAPROr	Peptide metabolism
TRPARGALAr	Peptide metabolism
TRPASPASPr	Peptide metabolism
TRPGLNGLNr	Peptide metabolism
TRPGLUGLYr	Peptide metabolism
TRPGLULEUr	Peptide metabolism
TRPGLUPROr	Peptide metabolism
TRPGLUTYRr	Peptide metabolism
TRPGLYLEUr	Peptide metabolism
TRPGLYPHEr	Peptide metabolism
TRPGLYVALr	Peptide metabolism
TRPHISMETr	Peptide metabolism
TRPILELYSr	Peptide metabolism
TRPILETRPr	Peptide metabolism
TRPLEUVALr	Peptide metabolism
TRPLYSr	Peptide metabolism
TRPMETARGr	Peptide metabolism
TRPMETVALr	Peptide metabolism
TRPPHEr	Peptide metabolism
TRPPROGLYr	Peptide metabolism
TRPPROLEUr	Peptide metabolism
TRPPROVALr	Peptide metabolism
TRPSERTYRr	Peptide metabolism
TRPTHRGLUr	Peptide metabolism
TRPTHRILEr	Peptide metabolism
TRPTHRTYRr	Peptide metabolism
TRPTYRGLNr	Peptide metabolism
TRPTYRTYRr	Peptide metabolism
TRPVALASPr	Peptide metabolism
TYRALAr	Peptide metabolism
TYRALAPHEr	Peptide metabolism
TYRARGGLUr	Peptide metabolism
TYRARGSERr	Peptide metabolism
TYRASPARGr	Peptide metabolism
TYRCYSGLYr	Peptide metabolism
TYRCYSTHRr	Peptide metabolism
TYRGLUr	Peptide metabolism
TYRLEUARGr	Peptide metabolism
TYRPHETYRr	Peptide metabolism
TYRTHRr	Peptide metabolism
TYRTRPPHEr	Peptide metabolism
TYRTYRr	Peptide metabolism
TYRVALMETr	Peptide metabolism
VALARGGLYr	Peptide metabolism
VALHISASNr	Peptide metabolism
VALLEUPHEr	Peptide metabolism
VALLYSTYRr	Peptide metabolism
VALPHEARGr	Peptide metabolism
VALPROTRPr	Peptide metabolism
VALSERARGr	Peptide metabolism
VALTRPPHEr	Peptide metabolism
VALTRPVALr	Peptide metabolism
VALVALr	Peptide metabolism
TRPGLYASPr	Peptide metabolism
HOMOVALte	Transport, extracellular
EX_homoval[e]	Exchange/demand reaction
GLYCLTtm	Transport, mitochondrial
PCHOL2PALM_HSte	Transport, extracellular
XOLEST182_HSte	Transport, extracellular
XOLEST205_HSte	Transport, extracellular
XOLEST226_HSte	Transport, extracellular
PE224_HSte	Transport, extracellular
PCHOLN261_HSte	Transport, extracellular
PCHOLN281_HSte	Transport, extracellular
PCHOLN28_HSte	Transport, extracellular
HDCECRNtr	Transport, extracellular
LNELDCCRNtr	Transport, extracellular
ODECRNtr	Transport, extracellular
PMTCRNtr	Transport, extracellular
STCRNtr	Transport, extracellular
EX_sphmyln_hs[e]	Exchange/demand reaction
XOLEST182tl	Transport, lysosomal
XOLEST205tl	Transport, lysosomal
TMNDNCtl	Transport, lysosomal
XOLEST226tl	Transport, lysosomal
CRVNCtl	Transport, lysosomal
HXAt3	Transport, extracellular
EX_hxa[e]	Exchange/demand reaction
TTDCEAc	Fatty acid oxidation
LHCYSTIN	Methionine and cysteine metabolism
LHCYSTINt	Transport, extracellular
EX_Lhcystin[e]	Exchange/demand reaction
MALOAtm	Transport, mitochondrial
MLTHFtm	Transport, mitochondrial
2MOPtm	Transport, mitochondrial
CE2512te	Transport, extracellular
r2514e	Transport, extracellular
r2514m	Transport, mitochondrial
ADRNLtu	Transport, extracellular
ARGtD	Transport, extracellular
CA2t	Transport, extracellular
DM_adprbp[c]	Exchange/demand reaction
DM_akg[c]	Exchange/demand reaction
DM_mi14p[c]	Exchange/demand reaction
ETHAt	Transport, extracellular
HCYSte	Transport, extracellular
SPRMt2r	Transport, extracellular
The	Transport, extracellular
THMMPtrbc	Transport, extracellular
THMtrbc	Transport, extracellular
UGT1A10c	Heme degradation
UNK3r	Methionine and cysteine metabolism
ACNAMtr	Transport, extracellular
MK10t	Transport, extracellular
MK11t	Transport, extracellular
MK7t	Transport, extracellular
MK9t	Transport, extracellular
S2L2N2M2Mt	Transport, extracellular
EX_core5[e]	Exchange/demand reaction
EX_core7[e]	Exchange/demand reaction
EX_core8[e]	Exchange/demand reaction
EX_mqn10[e]	Exchange/demand reaction
EX_mqn11[e]	Exchange/demand reaction
EX_mqn7[e]	Exchange/demand reaction
EX_mqn9[e]	Exchange/demand reaction
EX_s2l2n2m2m[e]	Exchange/demand reaction
EX_lpam[e]	Exchange/demand reaction
LPAMt	Transport, extracellular
EX_acgal[e]	Exchange/demand reaction
EX_acnam[e]	Exchange/demand reaction
EX_pcreat[e]	Exchange/demand reaction
EX_HC00342[e]	Exchange/demand reaction
EX_pa_hs[e]	Exchange/demand reaction
DM_mqn10[c]	Exchange/demand reaction
DM_mqn11[c]	Exchange/demand reaction
DM_mqn7[c]	Exchange/demand reaction
DM_mqn8[c]	Exchange/demand reaction
DM_mqn9[c]	Exchange/demand reaction
F1Ate	Transport, extracellular
F1Ate2	Transport, extracellular
34HPLtm	Transport, mitochondrial
3HPPtm	Transport, mitochondrial
LPAMtm	Transport, mitochondrial
PGP_hs_tm	Transport, mitochondrial
PROSTGE2t2r	Transport, endoplasmic reticular
PROSTGE2t2m	Transport, mitochondrial
ESTR2r	Steroid metabolism
LTHSTRLtr	Transport, endoplasmic reticular
sink_C02528[c]	Exchange/demand reaction
sink_HC02191[c]	Exchange/demand reaction
sink_HC02192[c]	Exchange/demand reaction
sink_HC02193[c]	Exchange/demand reaction
sink_HC02197[c]	Exchange/demand reaction
sink_HC02198[c]	Exchange/demand reaction
sink_HC02220[c]	Exchange/demand reaction
sink_Tyr_ggn[c]	Exchange/demand reaction
sink_avite1[c]	Exchange/demand reaction
sink_btn[c]	Exchange/demand reaction
sink_c226coa[c]	Exchange/demand reaction
sink_chol[c]	Exchange/demand reaction
sink_cholate[c]	Exchange/demand reaction
sink_coa[c]	Exchange/demand reaction
sink_crvnc[c]	Exchange/demand reaction
sink_dgchol[c]	Exchange/demand reaction
sink_doco13ecoa[c]	Exchange/demand reaction
sink_fad[c]	Exchange/demand reaction
sink_fe3[c]	Exchange/demand reaction
sink_gchola[c]	Exchange/demand reaction
sink_glygn2[c]	Exchange/demand reaction
sink_hdca[c]	Exchange/demand reaction
sink_lnlc[c]	Exchange/demand reaction
sink_lnlccoa[c]	Exchange/demand reaction
sink_lnlncacoa[c]	Exchange/demand reaction
sink_nad[c]	Exchange/demand reaction
sink_nadp[c]	Exchange/demand reaction
sink_odecoa[c]	Exchange/demand reaction
sink_pmtcoa[c]	Exchange/demand reaction
sink_pydam[c]	Exchange/demand reaction
sink_pydx[c]	Exchange/demand reaction
sink_pydxn[c]	Exchange/demand reaction
sink_retinol[c]	Exchange/demand reaction
sink_stcoa[c]	Exchange/demand reaction
sink_tag_hs[c]	Exchange/demand reaction
sink_tchola[c]	Exchange/demand reaction
sink_tdchola[c]	Exchange/demand reaction
sink_tdechola[c]	Exchange/demand reaction
sink_thf[c]	Exchange/demand reaction
sink_thmpp[c]	Exchange/demand reaction
sink_thmtp[c]	Exchange/demand reaction
sink_tmndnc[c]	Exchange/demand reaction
sink_tmndnccoa[c]	Exchange/demand reaction
sink_vitd3[c]	Exchange/demand reaction
DXTRNt	Transport, extracellular
EX_dxtrn[e]	Exchange/demand reaction
DHCHOLESTANATEt	Transport, extracellular
EX_dhcholestanate[e]	Exchange/demand reaction
sink_dhcholestanate[c]	Exchange/demand reaction
THCHOLSTOICt	Transport, extracellular
EX_thcholstoic[e]	Exchange/demand reaction
sink_thcholstoic[c]	Exchange/demand reaction
XOL7AH3ATP	Transport, extracellular
XOL7AH3t	Transport, extracellular
sink_xol7ah3[c]	Exchange/demand reaction
XOL7AONEt	Transport, extracellular
EX_xol7aone[e]	Exchange/demand reaction
sink_xol7aone[c]	Exchange/demand reaction
sink_xoldiolone[c]	Exchange/demand reaction
7KILTCHOLt	Transport, extracellular
EX_7klitchol[e]	Exchange/demand reaction
sink_7klitchol[c]	Exchange/demand reaction
sink_dchac[c]	Exchange/demand reaction
sink_CE1273[c]	Exchange/demand reaction
EX_2obut[e]	Exchange/demand reaction
EX_glcn[e]	Exchange/demand reaction
ACACT1r	Tryptophan metabolism
ACACt2	Transport, extracellular
ACCOAL	Propanoate metabolism
ACONT	Citric acid cycle
ACS	Glycolysis/gluconeogenesis
ADK1	Nucleotide interconversion
ADNCNT3tc	Transport, extracellular
ADSS	Nucleotide interconversion
ALAR	Alanine and aspartate metabolism
AMPTASECG	Glutathione metabolism
ASPTA	Alanine and aspartate metabolism
BPNT	Nucleotide interconversion
BUTt2r	Transport, extracellular
CO2t	Transport, extracellular
CPPPGO	Heme synthesis
CTPS2	Pyrimidine synthesis
CYSTS	Methionine and cysteine metabolism
CYTDt2r	Transport, extracellular
DGK1	Nucleotide interconversion
DHFR	Folate metabolism
DHPR	Tetrahydrobiopterin metabolism
DMATT	Cholesterol metabolism
DPCOAK	CoA synthesis
DTMPK	Nucleotide interconversion
DURIPP	Nucleotide interconversion
ENO	Glycolysis/gluconeogenesis
EX_acac[e]	Exchange/demand reaction
EX_adn[e]	Exchange/demand reaction
EX_akg[e]	Exchange/demand reaction
EX_asn_L[e]	Exchange/demand reaction
EX_asp_L[e]	Exchange/demand reaction
EX_cgly[e]	Exchange/demand reaction
EX_co2[e]	Exchange/demand reaction
EX_cytd[e]	Exchange/demand reaction
EX_dad_2[e]	Exchange/demand reaction
EX_dcyt[e]	Exchange/demand reaction
EX_dgsn[e]	Exchange/demand reaction
EX_din[e]	Exchange/demand reaction
EX_duri[e]	Exchange/demand reaction
EX_fe2[e]	Exchange/demand reaction
EX_fum[e]	Exchange/demand reaction
EX_gal[e]	Exchange/demand reaction
EX_glu_L[e]	Exchange/demand reaction
EX_glypro[e]	Exchange/demand reaction
EX_h[e]	Exchange/demand reaction
EX_h2o[e]	Exchange/demand reaction
EX_ile_L[e]	Exchange/demand reaction
EX_ins[e]	Exchange/demand reaction
EX_lac_L[e]	Exchange/demand reaction
EX_leu_L[e]	Exchange/demand reaction
EX_lys_L[e]	Exchange/demand reaction
EX_mal_L[e]	Exchange/demand reaction
EX_met_L[e]	Exchange/demand reaction
EX_na1[e]	Exchange/demand reaction
EX_no2[e]	Exchange/demand reaction
EX_o2[e]	Exchange/demand reaction
EX_pi[e]	Exchange/demand reaction
EX_pro_L[e]	Exchange/demand reaction
EX_ribflv[e]	Exchange/demand reaction
EX_ser_L[e]	Exchange/demand reaction
EX_so4[e]	Exchange/demand reaction
EX_succ[e]	Exchange/demand reaction
EX_urea[e]	Exchange/demand reaction
EX_uri[e]	Exchange/demand reaction
EX_val_L[e]	Exchange/demand reaction
FBA	Glycolysis/gluconeogenesis
FBA2	Fructose and mannose metabolism
FERO	Vitamin B2 metabolism
FMNAT	Vitamin B2 metabolism
FT	N-glycan synthesis
FUM	Citric acid cycle
G3PD1	Glycerophospholipid metabolism
GALU	Galactose metabolism
GALt2_2	Transport, extracellular
GAPD	Glycolysis/gluconeogenesis
GF6PTA	Aminosugar metabolism
GHMT2r	Glycine, serine, alanine, and threonine metabolism
GK1	Nucleotide interconversion
GLNS	Glutamate metabolism
GLYLEUHYDROc	Transport, extracellular
GLYPHEHYc	Pentose phosphate pathway
GLYPROPRO1c	Transport, extracellular
GMAND	Fructose and mannose metabolism
GRTT	Cholesterol metabolism
GUAPRT	Nucleotide salvage pathway
H2CO3D	Miscellaneous
H2Ot	Transport, extracellular
HEX1	Glycolysis/gluconeogenesis
HMBS	Heme synthesis
ILETA	Valine, leucine, and isoleucine metabolism
IMPD	Nucleotide interconversion
INSt2	Transport, extracellular
LEUTA	Valine, leucine, and isoleucine metabolism
L_LACt2r	Transport, extracellular
MAN1PT2	Fructose and mannose metabolism
MAN6PI	Fructose and mannose metabolism
MTHFC	Folate metabolism
MTHFD	Folate metabolism
NAt3_1	Transport, extracellular
NDPK1	Nucleotide interconversion
NDPK2	Nucleotide interconversion
NDPK3	Nucleotide interconversion
NDPK4	Nucleotide interconversion
NDPK5	Nucleotide interconversion
NDPK6	Nucleotide interconversion
NDPK7	Nucleotide interconversion
NDPK8	Nucleotide interconversion
NDPK9	Nucleotide interconversion
NNATr	NAD metabolism
NNDPR	NAD metabolism
NTD1	Pyrimidine catabolism
O2t	Transport, extracellular
OMPDC	Pyrimidine synthesis
PGI	Glycolysis/gluconeogenesis
PGK	Glycolysis/gluconeogenesis
PGM	Glycolysis/gluconeogenesis
PGMT	Glycolysis/gluconeogenesis
PIt6b	Transport, extracellular
PMANM	Fructose and mannose metabolism
PNTK	CoA synthesis
PPA	Oxidative phosphorylation
PPBNGS	Heme synthesis
PPCDC	CoA synthesis
PPM	Pentose phosphate pathway
PPNCL3	CoA synthesis
PROt2r	Transport, extracellular
PSERT	Glycine, serine, alanine, and threonine metabolism
PSP_L	Glycine, serine, alanine, and threonine metabolism
PTPAT	CoA synthesis
PUNP1	Nucleotide interconversion
PUNP2	Purine catabolism
PUNP3	Purine catabolism
PUNP4	Purine catabolism
PUNP5	Purine catabolism
PUNP6	Purine catabolism
PUNP7	Nucleotide interconversion
RBFK	Vitamin B2 metabolism
RNDR1	Nucleotide interconversion
RNDR2	Nucleotide interconversion
RNDR3	Nucleotide interconversion
RNDR4	Nucleotide interconversion
RPE	Pentose phosphate pathway
RPI	Pentose phosphate pathway
SPMS	Urea cycle
SPODM	ROS detoxification
TALA	Pentose phosphate pathway
THMDt2r	Transport, extracellular
TKT1	Pentose phosphate pathway
TKT2	Pentose phosphate pathway
TMDPK	Thiamine metabolism
TPI	Glycolysis/gluconeogenesis
UAG4E	Aminosugar metabolism
UAGDP	Aminosugar metabolism
UDPG4E	Galactose metabolism
UMPK	Nucleotide interconversion
UPP3S	Heme synthesis
