SYMBOL	ENTREZID	Bipolar disorder 1a BD1a_NA	Bipolar disorder 1b BD1b_NA	Bipolar disorder 2a BD2a_NA	Bipolar disorder 2a BD2a_NA2	Bipolar disorder 3a BD3a_NA	Bipolar disorder 3b BD3b_NA	Bipolar disorder 4a BD4a_NA	Bipolar disorder 4b BD4b_NA	Bipolar disorder 5a BD5a_NA	Bipolar disorder 5b BD5b_NA	Tissue (HPA)	Cell type (HPA)	Level (HPA)	Reliability (HPA)
C22orf24	25775	0.18679	0.0541512	0.187402	0.292144	0.175427	0.231147	0.189765	0.10301	0.119434	0.117904	NA	NA	NA	NA
C22orf39	128977	9.78483	8.55494	9.11594	10.0473	10.337	9.73645	8.63542	8.67181	12.4096	12.0562	NA	NA	NA	NA
C22orf46	79640	2.51978	2.50286	2.24204	2.28889	1.95359	1.85045	3.07407	2.52992	1.64728	2.51217	NA	NA	NA	NA
C2CD2	25966	4.08269	4.08764	6.30644	3.73656	3.38774	4.09664	7.91497	8.01854	3.77715	4.43183	NA	NA	NA	NA
C2CD2L	9854	10.0354	10.8051	7.6205	9.46825	12.5444	10.5273	10.501	9.10912	13.0933	10.6073	cerebral-cortex	glial-cells	Low	Approved
C2CD3	26005	11.4745	12.8088	11.7056	14.2223	17.0077	15.1052	6.4257	8.80049	11.0984	9.53374	cerebral-cortex	glial-cells	Low	Approved
C2CD4C	126567	0.190999	0.116227	0.125794	0.104705	0.422033	0.334914	0.253961	0.187949	0.256653	0.20811	NA	NA	NA	NA
C2CD5	9847	7.29388	5.72501	6.44036	6.64051	7.45464	5.6038	7.24259	5.13706	7.05399	11.9765	cerebral-cortex	glial-cells	Medium	Approved
C2orf15	150590	6.5575	6.25869	6.54605	6.46178	6.38509	6.28624	7.39028	6.36579	6.18688	6.4413	NA	NA	NA	NA
C2orf16	84226	0.245954	0.319913	0.338618	0.419665	0.269747	0.299499	0.468549	0.437785	0.353225	0.251243	NA	NA	NA	NA
C2orf27A	29798	9.15801	9.04406	3.62185	4.64917	7.3408	8.13104	3.59968	4.36739	16.334	15.4312	NA	NA	NA	NA
C2orf42	54980	8.13256	8.5044	7.40343	7.51467	7.43124	8.92403	9.35152	6.78082	10.0748	6.44049	NA	NA	NA	NA
C2orf49	79074	12.9142	11.1092	11.3409	10.7062	11.2775	9.69258	10.7921	12.1271	9.4935	10.1012	cerebral-cortex	glial-cells	Medium	Approved
C2orf66	401027	0.0837659	0.137632	0.19097	0.185978	0.180274	0.367206	0.260621	0.370929	0.075976	0.250988	NA	NA	NA	NA
C2orf68	388969	7.02701	4.97639	6.25073	6.43974	5.26415	7.47835	5.27392	6.38243	8.58242	6.52387	NA	NA	NA	NA
C2orf69	205327	2.49265	2.12887	3.05996	2.24465	2.45415	2.38409	2.48647	2.23391	1.84549	2.22217	cerebral-cortex	glial-cells	Low	Approved
C2orf74	339804	0.794083	0.601214	0.591539	0.167685	0.290486	0.904966	1.98934	1.66916	0	0.915082	cerebral-cortex	glial-cells	Low	Approved
C2orf76	130355	7.89607	6.78315	8.89728	10.6476	6.94311	6.95374	6.07409	7.66436	8.14853	7.04262	NA	NA	NA	NA
C2orf81	388963	0.348327	0.428672	0.723537	0.49154	0.480831	0.586005	0.330307	0.342843	0.238548	0.386309	NA	NA	NA	NA
C2orf88	84281	0.312535	0.136738	0.124973	0.118675	0.129247	0.427087	0.396263	0.108599	0.248348	0.16798	NA	NA	NA	NA
C3	718	0.505712	0.38226	0.507594	0.513924	3.44035	6.71775	3.77732	2.32975	0.921414	0.724614	NA	NA	NA	NA
C3AR1	719	0.14662	0.27359	0.38102	0.248483	1.80472	2.15583	0.558068	0.254609	1.11505	0.53251	NA	NA	NA	NA
C3orf14	57415	9.66546	9.60637	7.82331	8.45169	6.20033	6.49409	5.64734	6.43911	8.96419	10.6468	cerebral-cortex	glial-cells	Medium	Approved
C3orf18	51161	4.91963	4.09253	5.80239	4.13968	4.05846	3.95142	5.49363	5.08526	7.59566	5.81942	NA	NA	NA	NA
C3orf33	285315	1.33341	0.821589	2.26117	1.73363	1.69016	1.55875	1.34306	1.0848	1.7451	2.30445	NA	NA	NA	NA
C3orf35	339883	0.347508	0.245215	0.358191	0.462945	0.552452	0.221496	0.319905	0.287266	0.168112	0.378629	NA	NA	NA	NA
C3orf38	285237	20.7278	16.5887	14.2643	14.079	11.436	12.8009	13.3443	13.6889	15.1161	16.1045	cerebral-cortex	glial-cells	Medium	Approved
C3orf52	79669	6.76276	8.36665	8.70317	8.23341	13.8559	17.0599	6.60309	7.41819	6.31478	7.47395	NA	NA	NA	NA
C3orf62	375341	4.20269	5.4608	2.17407	2.78338	3.73155	1.76295	3.4513	2.64701	3.53959	3.26963	NA	NA	NA	NA
C3orf67	200844	0.885003	0.696087	0.448736	0.253336	0.236879	0.310993	0.299957	0.292892	0.458543	0.840026	NA	NA	NA	NA
C3orf70	285382	2.32432	3.04798	0.186879	0.239465	0.11588	0.157605	0.392379	0.314659	0.208704	0.211538	NA	NA	NA	NA
C4orf3	401152	99.881	102.635	92.1992	90.5987	98.517	88.5291	83.4836	86.4629	54.2019	54.6356	cerebral-cortex	glial-cells	Medium	Approved
C4orf33	132321	3.88207	3.2286	2.71584	2.17343	1.58317	1.78456	2.57073	2.06179	3.26477	3.89771	NA	NA	NA	NA
C4orf36	132989	1.11678	1.23779	0.968046	1.47717	1.92937	1.70074	1.8023	1.41862	1.17747	0.821982	NA	NA	NA	NA
C4orf46	201725	4.17327	3.0885	4.06103	3.74196	3.95343	3.0755	3.19508	2.77554	3.06728	3.19452	NA	NA	NA	NA
C4orf47	441054	1.74115	1.50019	0.62814	1.55833	1.81251	3.13094	1.716	1.82283	0.800026	1.16854	NA	NA	NA	NA
C4orf48	401115	38.3134	39.0809	29.9807	36.7577	28.6884	24.7941	29.5515	29.5694	48.9239	37.2398	NA	NA	NA	NA
C5	727	0.210343	0.222859	0.312158	0.130356	0.175777	0.239059	0.368544	0.497621	0.148391	0.408082	NA	NA	NA	NA
C5AR1	728	1.08195	1.4791	0.817062	0.596666	1.07159	1.37599	0.855356	0.379497	1.01986	1.08062	NA	NA	NA	NA
C5orf15	56951	73.6787	75.6283	78.3647	86.3456	89.7766	91.7338	78.5542	85.1534	82.0013	77.3617	NA	NA	NA	NA
C5orf17	439936	0.186774	0.508732	0.0516548	0.329627	0	0	0.375462	0.0839516	1.06162	2.29352	NA	NA	NA	NA
C5orf22	55322	16.5461	15.3246	15.7445	17.1041	12.1775	11.9518	13.5103	13.9743	14.9039	18.2123	cerebral-cortex	glial-cells	Low	Approved
C5orf24	134553	95.0952	99.1067	79.4362	93.538	97.2654	89.5567	95.0007	89.1117	103.309	120.887	NA	NA	NA	NA
C5orf34	375444	1.6141	1.18384	0.692452	1.67672	0.704413	1.14817	1.81415	1.89486	0.91172	1.51347	cerebral-cortex	glial-cells	Low	Approved
C5orf38	153571	4.58136	5.91175	3.78411	4.37512	1.31533	2.14965	0.808189	0.495445	1.6578	1.34156	NA	NA	NA	NA
C5orf46	389336	65.1081	69.121	57.0305	65.1822	121.649	147.916	49.1158	55.5256	75.1128	79.7576	NA	NA	NA	NA
C5orf51	285636	7.67874	7.98796	6.1737	5.62713	4.89525	5.89936	5.74802	6.04031	5.85188	9.50053	NA	NA	NA	NA
C5orf63	401207	0.377778	0.819077	0.480656	1.61426	0.580432	0.506077	0.900216	0.400673	0.529398	0.0181787	NA	NA	NA	NA
C5orf66	100996485	2.97296	2.48797	2.35869	2.6978	4.1637	3.82741	3.5841	3.62997	3.55965	1.55885	NA	NA	NA	NA
C6orf120	387263	13.5209	12.8946	17.4776	16.9181	15.8223	16.7537	17.0351	18.4971	12.3951	14.0628	NA	NA	NA	NA
C6orf132	647024	3.52019	3.7804	6.30146	6.19337	5.76016	5.52857	4.77333	4.62746	5.53204	4.70719	NA	NA	NA	NA
C6orf141	135398	1.28052	1.17362	0.230689	0.267632	0.0778635	0	0	0	0.927828	0.25269	NA	NA	NA	NA
C6orf163	206412	0.594138	0.179747	0.336438	0.200217	0.338486	0.33116	0.373395	0.371166	0.270526	0.22763	NA	NA	NA	NA
C6orf201	404220	0.151345	0.610649	0.253832	0.548164	0.861711	0.761582	0.226316	0.291071	0.353462	0.606436	NA	NA	NA	NA
C6orf223	221416	0.184781	0.201295	0.167698	0.090683	0.109963	0.11455	0.110917	0.110822	0.111251	0.0942524	NA	NA	NA	NA
C6orf226	441150	5.19919	6.17865	5.78595	4.26079	4.39144	5.56274	4.89218	4.31534	6.07349	6.14396	cerebral-cortex	glial-cells	High	Approved
C6orf52	347744	1.3977	1.49002	1.16343	1.04579	2.46769	2.89186	1.70196	2.46949	0.623171	1.28952	NA	NA	NA	NA
C6orf58	352999	0	0.323418	0.0280642	0	0.16574	0.215852	0.370871	0	0	0.355041	NA	NA	NA	NA
C6orf62	81688	69.1029	67.1881	57.4344	62.498	49.7143	52.0295	63.4383	62.294	54.6988	48.8178	cerebral-cortex	glial-cells	Low	Supported
C6orf89	221477	32.7208	30.8394	33.6093	32.8478	31.6707	30.7559	28.2556	29.0477	33.1478	29.6818	NA	NA	NA	NA
C6orf99	100130967	0.781354	0.640735	2.32148	1.15505	1.0914	2.09118	0.467992	1.19552	1.46633	1.07846	NA	NA	NA	NA
C7	730	0.0075788	0	0.635591	0.350414	0.208405	0.477828	0	0	0.427698	0.0624517	NA	NA	NA	NA
C7orf25	79020	0.683602	0.607653	0.54548	0.512683	0.586868	0.423197	0.423657	0.443651	0.188107	0.652809	NA	NA	NA	NA
C7orf26	79034	12.3556	12.4232	11.0644	11.2951	13.3738	12.3802	10.6885	12.2941	15.1894	12.0875	NA	NA	NA	NA
C7orf31	136895	0.973311	0.599079	0.627941	0.855445	0.13358	0.224113	0.35715	0.280789	0.935445	0.856738	NA	NA	NA	NA
C7orf50	84310	53.2256	53.9812	55.332	58.474	73.2138	67.9782	70.3464	62.656	58.9286	49.8154	cerebral-cortex	glial-cells	Low	Approved
C7orf61	402573	0.17474	0.259058	0.249829	0.302326	0.751948	0.134735	0.762639	0.732794	0.336149	0.514541	NA	NA	NA	NA
C7orf69	80099	4.69167	4.1945	4.21461	4.46284	5.01254	3.43631	3.8863	4.50504	3.0637	4.03896	NA	NA	NA	NA
C8G	733	0.268669	0.655513	0.505612	0.679651	1.42321	1.31562	0.498411	0.26361	0.644842	1.04298	NA	NA	NA	NA
C8orf31	286122	0.556764	0.674046	1.83527	1.09122	0.169175	0.273703	1.14861	1.32258	0	0	NA	NA	NA	NA
C8orf33	65265	23.2447	22.6862	23.4845	22.8257	20.0888	20.4631	22.8535	21.1064	23.1508	23.3539	cerebral-cortex	glial-cells	Low	Approved
C8orf34	116328	1.04808	0.71582	0.317895	0.239079	0.766203	0.825261	1.34336	0.884453	0.421846	0.480922	NA	NA	NA	NA
C8orf37	157657	0.608325	0.816783	0.536851	0.484089	0.727687	1.02081	0.582379	0.623602	0.901813	1.13322	NA	NA	NA	NA
C8orf44	56260	2.86827	2.4436	1.58357	1.90818	2.98888	2.96849	3.22993	3.1688	2.41049	2.22879	NA	NA	NA	NA
C8orf44-SGK3	100533105	0.15395	1.13621	0.409314	0	0.0265582	0	0.0693213	0.145225	0	0.102654	NA	NA	NA	NA
C8orf48	157773	2.17473	1.92197	1.89304	2.02401	1.46314	1.41557	2.10556	1.93116	2.00236	2.66567	cerebral-cortex	glial-cells	Medium	Enhanced
C8orf58	541565	8.56671	10.4145	11.904	12.7755	10.8012	10.9201	14.674	13.9779	14.0947	13.8011	NA	NA	NA	NA
C8orf76	84933	28.8745	20.2056	20.2549	20.6882	18.9412	17.4209	22.7617	21.7869	20.1878	20.1311	NA	NA	NA	NA
C8orf82	414919	10.5475	10.3044	10.5119	10.4286	8.74683	8.51636	10.039	8.46953	11.0693	8.62751	NA	NA	NA	NA
C8orf88	100127983	3.115	3.65667	2.21845	2.045	1.41397	1.66576	2.56533	3.30389	1.94865	3.10714	NA	NA	NA	NA
C9	735	0.0855936	0.0670262	0.216935	0.140714	0.153436	0.308238	0.14059	0.247453	0.104467	0.323826	NA	NA	NA	NA
C9orf116	138162	5.10483	3.74199	2.36424	6.58641	2.68509	3.12909	4.56107	4.65909	6.95184	4.46097	NA	NA	NA	NA
C9orf147	100133204	0.262157	0.238057	0.114498	0.125148	0.210385	0.199734	0.320923	0.263024	0	0.0874747	NA	NA	NA	NA
C9orf16	79095	54.005	51.6105	48.5926	50.0187	60.8731	58.1671	51.5041	47.4017	70.115	56.2914	NA	NA	NA	NA
C9orf163	158055	0.129653	0.0994104	0.10641	0.0511743	0.139402	0.287969	0.161358	0.189122	0.0627187	0.0988871	NA	NA	NA	NA
C9orf24	84688	1.13239	0.824843	0.38695	0.802678	0.0697271	1.06351	0.484172	0.335794	0.986932	0.4883	NA	NA	NA	NA
C9orf40	55071	1.96649	2.24903	2.03064	1.72643	1.78815	1.89314	1.81338	1.82294	2.08092	2.01661	NA	NA	NA	NA
C9orf43	257169	0.198745	0.0364402	0.279266	0.197036	0.756917	0.478904	0.286624	0.311592	0.18105	0.229414	NA	NA	NA	NA
C9orf47	286223	0.0941304	0.111114	0.294906	0.233593	0.500578	0.332812	0.212614	0.503502	0.162288	0.089003	NA	NA	NA	NA
C9orf50	375759	0.0866588	0.189847	0.158076	0.106889	0.0233141	0.0253259	0.0622203	0.0225729	0.1572	0.165235	cerebral-cortex	glial-cells	Medium	Enhanced
C9orf64	84267	0.698691	0.435542	1.37591	0.866385	0.31516	0.173398	0.499029	0.665915	0.238037	0.214457	NA	NA	NA	NA
C9orf72	203228	2.50975	1.92659	1.06663	1.57867	1.43723	0.935099	1.68323	2.05475	2.64484	3.31074	NA	NA	NA	NA
C9orf78	51759	62.148	55.5531	73.3166	68.3716	75.5498	75.2758	63.4399	64.5181	55.0048	64.2585	cerebral-cortex	glial-cells	Low	Enhanced
C9orf85	138241	6.35126	5.58638	5.45072	4.68256	4.97451	5.32027	5.62245	5.39372	4.42811	5.54432	NA	NA	NA	NA
CA11	770	2.37907	4.15717	1.52328	4.3061	2.60554	4.78119	3.33611	3.34792	3.76708	6.75833	NA	NA	NA	NA
CA12	771	17.4388	17.6031	37.0414	33.2565	5.97549	5.2625	32.5126	37.4499	8.49278	7.63391	NA	NA	NA	NA
CA13	377677	0.475416	0.316767	0.24843	0.253826	0.301663	0.727205	0.352136	0.294626	0.350011	0.648281	cerebral-cortex	glial-cells	Medium	Enhanced
CA5B	11238	1.70842	2.08131	1.86467	1.90297	1.48207	0.662822	1.53074	1.59336	1.92847	1.97707	NA	NA	NA	NA
CA5BP1	340591	4.36052	5.92546	5.38707	5.80773	5.69879	5.07684	5.77368	4.97189	3.21116	5.29601	NA	NA	NA	NA
CA8	767	0.198951	0.108904	0.181038	0.19632	0.213855	0.351497	0.0951413	0.206842	0.120223	0.107983	NA	NA	NA	NA
CA9	768	0.607449	0.731582	0.565074	0.305683	1.42426	1.65656	0.867441	1.38662	0.149987	0.0709315	NA	NA	NA	NA
CAAP1	79886	16.3746	14.7425	11.3418	10.9597	12.9313	11.3623	13.3957	12.4545	15.5568	13.4791	NA	NA	NA	NA
CAB39	51719	21.289	20.8487	23.3243	22.5928	20.4681	22.7978	18.9218	19.1446	17.7158	20.8549	cerebral-cortex	glial-cells	Medium	Supported
CAB39L	81617	6.75983	5.92594	18.8133	14.6474	8.9663	11.4057	4.0737	6.66417	8.41124	8.57768	NA	NA	NA	NA
CABIN1	23523	10.7793	12.7838	17.8163	14.7719	16.0447	19.0068	15.1364	17.3887	13.1918	11.5997	cerebral-cortex	glial-cells	Low	Approved
CABLES1	91768	4.1238	5.46194	6.8503	5.37139	6.16947	5.36868	13.0715	16.4074	7.3547	8.89893	NA	NA	NA	NA
CABLES2	81928	1.12284	1.67439	2.35742	1.47512	2.4619	1.56412	2.11067	1.29579	2.32843	1.76554	NA	NA	NA	NA
CABYR	26256	6.62006	6.09579	3.98156	3.54932	6.44031	7.68825	4.90134	5.53761	4.8462	7.24717	NA	NA	NA	NA
CACHD1	57685	1.59957	1.85135	1.76801	1.81132	1.82679	1.86256	1.5334	1.35709	1.41579	1.14197	NA	NA	NA	NA
CACNA1A	773	4.4838	6.84461	3.12287	2.24676	1.42031	1.75868	2.213	2.58453	2.68649	2.77669	cerebral-cortex	glial-cells	High	Enhanced
CACNA1B	774	0.113341	0.170293	0.0404837	0.341877	0.419983	0.184114	0.00846239	0.0137596	0.0117487	0.135651	NA	NA	NA	NA
CACNA1C	775	8.23671	9.35466	3.99724	3.67698	3.80709	3.93857	5.77742	3.90477	4.47166	6.37128	NA	NA	NA	NA
CACNA1C-AS1	100652846	0.0168137	0.527353	0	0.168395	0.0365947	0.307107	0.0880546	0.128196	0	0.351413	NA	NA	NA	NA
CACNA1H	8912	6.96828	8.03621	4.99851	4.89204	2.56911	2.71511	6.2983	5.5014	2.00698	2.59891	cerebral-cortex	glial-cells	Low	Approved
CACNA2D1	781	19.9655	22.93	27.8047	28.8552	20.6898	13.0101	24.7727	26.6409	15.3549	28.7272	cerebral-cortex	glial-cells	Low	Enhanced
CACNA2D2	9254	0.0997948	0.113022	0.120561	0.145926	0.403118	0.293251	0.201404	0.123166	0.158454	0.264745	NA	NA	NA	NA
CACNA2D3	55799	9.72579	9.54565	2.44333	2.88932	0.915833	1.87578	0.485589	0.636326	4.89856	3.82732	NA	NA	NA	NA
CACNA2D4	93589	0.511028	0.33113	0.550625	0.563103	0.0123541	0.309608	0.72702	0.835953	0.192479	0.533689	NA	NA	NA	NA
CACNB1	782	8.11908	10.6837	8.3422	6.09102	8.33645	9.8218	7.19	7.07606	7.87648	7.5901	cerebral-cortex	glial-cells	Medium	Approved
CACNB2	783	0.178586	0.179012	0.606955	0.560564	0.264842	0.490031	0.336588	0.22973	0.0274314	0.0628804	NA	NA	NA	NA
CACNB3	784	13.2842	18.34	17.3137	15.7431	17.3325	16.3026	22.8396	18.587	24.7679	23.7456	NA	NA	NA	NA
CACNB4	785	0.320637	0.261903	0.0498663	0.126289	0.96778	0.943163	0.638938	0.513402	0.0954171	0.124526	cerebral-cortex	glial-cells	Medium	Approved
CACNG4	27092	0.731074	0.989365	0.836519	0.746422	0.251931	0.0904243	0.395429	0.616447	1.30284	1.3061	NA	NA	NA	NA
CACNG6	59285	0	0.0234811	0.136884	0.148078	0.231066	0.275695	0.0890776	0.252932	0.0836187	0.129052	NA	NA	NA	NA
CACNG7	59284	1.61102	1.72595	6.1977	8.4318	10.5187	9.69692	7.6954	6.79464	9.10803	8.35394	NA	NA	NA	NA
CACNG8	59283	0.568306	0.878856	1.38091	1.43699	2.22165	2.25732	2.01101	1.70671	0.495902	0.540847	NA	NA	NA	NA
CACTIN	58509	11.8747	16.3951	15.5565	13.6774	15.3328	14.249	15.2694	15.1937	17.5119	13.568	cerebral-cortex	glial-cells	Medium	Approved
CACTIN-AS1	404665	0.130927	0.123197	0.182618	0.120583	0.110717	0.167667	0.315523	0	0	0.168774	NA	NA	NA	NA
CACUL1	143384	18.345	18.9353	14.223	12.1569	19.315	19.7669	14.8495	18.7536	11.3303	12.6729	NA	NA	NA	NA
CACYBP	27101	63.057	56.0843	61.6937	60.3849	50.4312	39.6884	64.3338	66.8658	54.0892	46.2729	cerebral-cortex	glial-cells	Low	Approved
CACYBPP2	644877	2.51416	2.82484	2.64545	1.84475	1.60246	2.78832	2.90029	3.08973	3.27402	3.72232	NA	NA	NA	NA
CAD	790	19.7835	19.1427	20.3225	22.2545	24.4669	25.8333	18.9151	24.486	23.4008	26.9198	NA	NA	NA	NA
CADM1	23705	26.339	40.5276	42.0794	44.576	76.7995	81.3581	13.5136	15.5889	76.0338	73.3098	NA	NA	NA	NA
CADM3	57863	2.78733	1.09154	0.476681	0.296781	1.27364	1.65049	0.422358	0.161788	0.429902	0.305801	NA	NA	NA	NA
CADM4	199731	3.55161	5.9812	5.24337	4.71202	17.1388	25.305	8.73533	10.8608	3.64811	3.32068	NA	NA	NA	NA
CADPS	8618	4.33694	3.78978	0.0729788	0.159207	0.0811244	0.407226	0.0672138	0.0429945	2.67058	4.28699	NA	NA	NA	NA
CADPS2	93664	0.229155	0.148222	0.109231	0.0595906	0.338332	0.443051	0.0548896	0.0481298	0.16818	0.173421	NA	NA	NA	NA
CAHM	100526820	0.265437	0.38769	0.201715	0.218268	0.286292	0.206862	0.338793	0.368751	0.21399	0.240995	NA	NA	NA	NA
CALB2	794	5.24828	8.3307	0.615547	0.499631	2.22875	5.32787	0.657024	0.230728	13.6847	9.95985	cerebral-cortex	glial-cells	Medium	Enhanced
CALCOCO1	57658	52.4805	58.5944	54.9321	53.3521	74.1999	80.4408	46.1998	49.4326	56.2702	48.6283	cerebral-cortex	glial-cells	Medium	Approved
CALCOCO2	10241	55.7346	58.3039	44.7281	39.1974	28.9725	30.3411	49.5339	52.7835	51.2652	54.0159	cerebral-cortex	glial-cells	Low	Enhanced
CALCRL	10203	1.39094	0.883296	0.258033	0.206165	0.243913	0.309462	0.494209	0.277394	0.561444	1.22434	NA	NA	NA	NA
CALD1	800	2206.84	2086.45	2000.38	2064.67	1865.01	1864.88	1769.06	1898.73	1239.19	2121.58	NA	NA	NA	NA
CALHM2	51063	8.5518	8.25575	3.03665	3.16208	5.50407	3.84865	3.88591	3.29088	5.09225	4.64665	cerebral-cortex	glial-cells	Medium	Approved
CALM1	801	315.542	276.416	224.264	242.742	197.066	197.345	254.496	280.438	250.111	271.841	NA	NA	NA	NA
CALM1P1	802	0	0.145282	0.241837	0.261683	0	0.155005	0	0	0.160313	0	NA	NA	NA	NA
CALM2	805	1248.3	1109.13	1249.79	1210.81	1063.63	1137.53	837.984	934.119	1406.09	1494.97	cerebral-cortex	glial-cells	Medium	Approved
CALM2P1	100128390	0.389395	0.568857	0.473465	0.768478	0.706045	0.4552	0.248455	0.270479	0.470791	0.424163	NA	NA	NA	NA
CALM2P2	806	41.3164	35.6788	34.6256	38.3561	33.0426	41.3772	24.5143	31.2469	42.1721	46.9684	NA	NA	NA	NA
CALM2P3	807	8.80662	9.51298	7.57852	6.97649	9.03578	7.24991	5.5796	7.23724	9.4479	8.51216	NA	NA	NA	NA
CALM2P4	643193	0.820338	1.64784	0.249362	1.61895	1.33962	1.43845	1.17768	0.712272	1.3224	0.744642	NA	NA	NA	NA
CALM3	808	186.561	195.247	224.243	216.935	226.306	207.933	288.746	291.708	157.953	134.077	NA	NA	NA	NA
CALML4	91860	2.05335	1.62789	2.05807	1.89342	2.06783	2.25552	3.1927	3.39306	1.55938	1.9943	NA	NA	NA	NA
CALML6	163688	0.471828	0.751246	0.987164	0.870986	1.0975	1.27257	0.805711	0.717603	0.787487	1.08361	NA	NA	NA	NA
CALR	811	933.698	958.674	943.791	1001.11	908.329	912.896	979.417	978.063	851.032	706.095	NA	NA	NA	NA
CALU	813	1134.93	1090.45	964.725	1000.71	997.618	1034.47	953.52	992.352	1054.34	1004.37	cerebral-cortex	glial-cells	High	Supported
CALY	50632	6.54049	3.35735	0.683864	1.13531	1.2817	1.91283	0.890524	0.522628	2.03436	2.27819	cerebral-cortex	glial-cells	Medium	Enhanced
CAMK1	8536	7.79624	5.77388	5.48441	7.1409	5.10648	4.58546	6.52021	5.68911	7.49842	6.86518	cerebral-cortex	glial-cells	Low	Approved
CAMK1D	57118	2.76044	3.46397	3.81822	3.57851	4.50081	5.05184	3.80222	3.38932	7.15367	6.44418	cerebral-cortex	glial-cells	Medium	Approved
CAMK1G	57172	0.0549168	0.0905683	0.150411	0.131559	0.931603	0.762431	0.193731	0.171852	0.399378	0.0897534	NA	NA	NA	NA
CAMK2A	815	0.0360157	0.0520167	0.122273	0.0704759	0.0487477	0.0265195	0.0867708	0.0972725	0.21986	0.123488	NA	NA	NA	NA
CAMK2B	816	0.149046	0.0701675	0.147121	0.344173	0.218614	0.343244	0.264707	0.182444	0.0406464	0.0775332	NA	NA	NA	NA
CAMK2D	817	28.5297	24.253	43.931	42.0147	20.7821	17.5027	31.9517	33.8259	20.2943	22.6064	cerebral-cortex	glial-cells	Low	Approved
CAMK2G	818	22.3556	22.3925	17.4114	16.5492	19.0788	16.0526	19.025	21.3459	27.2769	21.0228	cerebral-cortex	glial-cells	Low	Approved
CAMK2N1	55450	11.8427	8.64034	15.7937	17.1962	3.5303	4.74146	4.97112	7.34521	10.7043	8.65001	NA	NA	NA	NA
CAMK2N2	94032	1.13624	1.11548	0.887378	0.785342	0.592778	0.697266	0.572292	0.270847	1.06628	0.56364	NA	NA	NA	NA
CAMK4	814	2.53654	1.91182	0.601205	0.545592	0.703848	0.845704	0.551802	0.48006	1.08772	1.08337	cerebral-cortex	glial-cells	Low	Approved
CAMKK1	84254	2.04832	2.55203	3.06604	3.07565	2.54246	2.80138	3.09984	2.9318	3.33268	2.73651	NA	NA	NA	NA
CAMKK2	10645	17.61	18.9568	16.6023	16.663	14.4828	16.0074	14.5738	14.932	16.593	14.1328	cerebral-cortex	glial-cells	Medium	Approved
CAMKMT	79823	3.05063	2.05588	4.08981	3.53853	3.49903	2.59122	3.31405	2.74338	2.54961	2.39084	NA	NA	NA	NA
CAMLG	819	22.7565	22.1389	23.7914	24.4082	28.0778	29.29	25.7945	22.4087	23.7894	26.3402	cerebral-cortex	glial-cells	Low	Approved
CAMSAP1	157922	14.6091	12.1226	14.5213	12.1529	14.4033	16.1947	11.3176	14.9422	14.5077	12.7767	NA	NA	NA	NA
CAMSAP2	23271	22.4414	22.8082	17.9799	19.3796	19.8212	19.0532	18.2888	19.4491	15.3922	24.8974	cerebral-cortex	glial-cells	High	Enhanced
CAMTA1	23261	84.5991	72.5894	81.1162	67.2491	57.2922	54.6014	62.3061	63.5274	66.6733	69.0814	NA	NA	NA	NA
CAMTA1-IT1	100874340	0.374318	0.205165	0.341327	0	0.204779	0.218773	0	0.194992	0	0.203903	NA	NA	NA	NA
CAMTA2	23125	47.2497	62.7316	44.4213	35.1708	52.8519	53.8954	54.0232	53.666	55.2217	63.2761	NA	NA	NA	NA
CAND1	55832	72.6444	68.5503	69.4159	70.2057	62.1608	61.5599	60.0156	66.7647	61.4864	69.1809	NA	NA	NA	NA
CAND2	23066	0.759832	1.29894	1.00786	1.00638	1.05645	1.24036	1.42141	1.44483	1.71173	1.59597	NA	NA	NA	NA
CANT1	124583	22.2413	31.5749	32.7721	27.2619	43.4176	52.2506	33.4275	32.4061	31.9104	33.1509	NA	NA	NA	NA
CANX	821	877.308	816.493	761.203	812.273	875.748	848.099	912.094	960.265	778.746	747.778	cerebral-cortex	glial-cells	High	Enhanced
CAP1	10487	750.035	806.285	693.199	719.781	780.018	796.894	663.589	680.333	848.606	780.812	cerebral-cortex	glial-cells	Medium	Approved
CAP1P2	399748	9.39084	9.17148	7.98354	7.96065	7.80826	8.03255	8.06418	8.19352	8.7098	7.98581	NA	NA	NA	NA
CAP2	10486	68.6335	60.992	53.0011	56.0768	54.8298	51.0281	38.7276	43.7556	70.5497	72.1365	cerebral-cortex	glial-cells	Medium	Enhanced
CAPG	822	67.8058	82.1401	72.6274	68.7769	53.5972	54.821	45.9175	47.4466	101.607	86.9156	NA	NA	NA	NA
CAPN1	823	70.8761	78.3761	81.4309	88.0372	82.7312	79.6043	83.5446	84.6606	100.908	80.6354	cerebral-cortex	glial-cells	Medium	Enhanced
CAPN10	11132	7.05924	10.1636	7.10673	8.6948	10.9869	11.1491	8.14969	10.2457	8.98851	10.0494	NA	NA	NA	NA
CAPN12	147968	0.282548	0.367676	0.199754	0.19088	0.105006	0.339	0.133717	0.390337	0.230591	0.169461	NA	NA	NA	NA
CAPN15	6650	8.96578	12.3921	11.1134	11.5827	12.9566	13.4697	14.2047	9.56295	12.1288	16.208	NA	NA	NA	NA
