	SYMBOL	ENTREZID	Ctrl_NIH1.Veh.R1	Ctrl_NIH1.Veh.R2
GALE	GALE	2582	18.3066	19.6561
GALK1	GALK1	2584	4.72467	8.1143
GALK2	GALK2	2585	7.80057	10.8292
GALM	GALM	130589	5.11415	5.44142
GALNS	GALNS	2588	10.308	12.7089
GALNT1	GALNT1	2589	47.6367	37.2852
GALNT10	GALNT10	55568	19.9047	10.838
GALNT11	GALNT11	63917	23.3817	19.7881
GALNT12	GALNT12	79695	1.00202	0.655548
GALNT13	GALNT13	114805	1.2716	1.4586
GALNT14	GALNT14	79623	0.336067	0.250115
GALNT16	GALNT16	57452	6.97679	5.55238
GALNT18	GALNT18	374378	1.69335	4.1116
GALNT2	GALNT2	2590	85.6495	69.3722
GALNT3	GALNT3	2591	1.92322	1.16108
GALNT4	GALNT4	8693	5.58042	3.97076
GALNT5	GALNT5	11227	1.03527	0.739963
GALNT6	GALNT6	11226	0.827879	1.12734
GALNT7	GALNT7	51809	16.2184	15.1458
GALNT8	GALNT8	26290	0.566497	1.3673
GALNT9	GALNT9	50614	0.0594713	0.0366341
GALNTL6	GALNTL6	442117	0.0672603	0.0258562
GAMT	GAMT	2593	17.554	26.9171
GAN	GAN	8139	1.54067	1.57001
GANAB	GANAB	23193	172.97	143.123
GANC	GANC	2595	6.55645	8.00347
GAP43	GAP43	2596	23.9658	98.3551
GAPDH	GAPDH	2597	1419.7	1560.63
GAPDHP1	GAPDHP1	2616	14.6802	16.6822
GAPDHP2	GAPDHP2	170516	0.282592	0.0505336
GAPDHP38	GAPDHP38	729493	0.281195	0.201132
GAPDHP39	GAPDHP39	100128589	0.173653	0.155276
GAPDHP52	GAPDHP52	100421313	0.303715	0.217292
GAPDHP60	GAPDHP60	2601	0.170189	0.355062
GAPDHP61	GAPDHP61	729403	0.336188	0.100194
GAPDHP62	GAPDHP62	100128961	0.700459	0.170943
GAPDHP65	GAPDHP65	389849	2.07061	2.70189
GAPVD1	GAPVD1	26130	14.6263	14.7636
GAR1	GAR1	54433	24.6882	22.4009
GARNL3	GARNL3	84253	6.48297	4.98414
GART	GART	2618	44.0727	33.154
GAS1	GAS1	2619	9.67812	7.71016
GAS2	GAS2	2620	8.77507	7.02233
GAS2L1	GAS2L1	10634	7.74374	11.4413
GAS2L3	GAS2L3	283431	36.4997	22.9266
GAS5	GAS5	60674	129.094	171.486
GAS5-AS1	GAS5-AS1	100506046	2.54241	3.65992
GAS6	GAS6	2621	3.39483	5.59854
GAS7	GAS7	8522	8.33964	8.1818
GAS8	GAS8	2622	1.6267	3.93005
GATA2	GATA2	2624	2.05394	2.76639
GATAD1	GATAD1	57798	19.1249	21.0302
GATAD2A	GATAD2A	54815	33.195	18.9486
GATAD2B	GATAD2B	57459	0.505974	0.529181
GATC	GATC	283459	13.2249	10.938
GATM	GATM	2628	11.3734	10.9532
GBA	GBA	2629	4.28545	1.78632
GBA2	GBA2	57704	56.0504	44.9893
GBAP1	GBAP1	2630	5.51794	7.06802
GBE1	GBE1	2632	8.65952	8.46743
GBF1	GBF1	8729	20.6946	17.5066
GBGT1	GBGT1	26301	0.181653	0.425921
GBP1	GBP1	2633	0.537732	0.822248
GBP2	GBP2	2634	0.0765939	0.912033
GBP3	GBP3	2635	0.472261	1.50449
GBX2	GBX2	2637	144.136	109.549
GCA	GCA	25801	11.4775	7.85196
GCAT	GCAT	23464	8.88352	15.6678
GCC1	GCC1	79571	7.1342	7.46959
GCC2	GCC2	9648	12.5972	10.2684
GCDH	GCDH	2639	11.1737	14.3799
GCFC2	GCFC2	6936	11.3176	10.7714
GCH1	GCH1	2643	0.966332	1.09253
GCHFR	GCHFR	2644	6.02627	9.02408
GCK	GCK	2645	0.0942768	0.422574
GCKR	GCKR	2646	0.360201	0.439258
GCLC	GCLC	2729	7.99771	5.92751
GCLM	GCLM	2730	4.77046	9.18674
GCNT1	GCNT1	2650	0.173525	0.0921738
GCNT1P1	GCNT1P1	170517	0.247732	0.0737737
GCNT2	GCNT2	2651	6.40337	5.07962
GCNT4	GCNT4	51301	1.2348	0.838693
GCOM2	GCOM2	339970	1.39825	0.98191
GCSAM	GCSAM	257144	0.202106	0.156446
GCSH	GCSH	2653	29.7964	29.6468
GCSHP5	GCSHP5	100329108	14.9164	17.7315
GDAP1	GDAP1	54332	19.6495	17.6173
GDAP1L1	GDAP1L1	78997	3.95783	4.97142
GDAP2	GDAP2	54834	5.79869	4.47346
GDE1	GDE1	51573	39.2644	50.1009
GDF1	GDF1	2657	7.04946	9.21692
GDF11	GDF11	10220	26.8298	22.8382
GDF15	GDF15	9518	0.361465	1.64803
GDF5	GDF5	8200	0	1.347e-06
GDF6	GDF6	392255	0.0129866	0.0347544
GDF9	GDF9	2661	0.224286	0.289703
GDI1	GDI1	2664	3.61706	2.73449
GDI2	GDI2	2665	135.588	132.88
GDI2P2	GDI2P2	100420259	1.97263	2.16167
GDNF	GDNF	2668	0	0.0619364
GDNF-AS1	GDNF-AS1	100861519	0.0167296	0.0149267
GDPD1	GDPD1	284161	2.73881	4.46736
GDPD2	GDPD2	54857	13.3021	11.6224
GDPD3	GDPD3	79153	2.78348	2.55053
GDPD5	GDPD5	81544	5.78788	3.30335
GDPGP1	GDPGP1	390637	1.81655	2.3031
GEM	GEM	2669	2.47952	2.8511
GEMIN2	GEMIN2	8487	15.7747	19.0114
GEMIN4	GEMIN4	50628	12.1556	9.49576
GEMIN5	GEMIN5	25929	8.21976	7.25161
GEMIN6	GEMIN6	79833	8.73262	8.7628
GEMIN7	GEMIN7	79760	14.842	18.8443
GEMIN8	GEMIN8	54960	10.8024	13.9398
GEMIN8P4	GEMIN8P4	492303	1.18822	0.987999
GEN1	GEN1	348654	13.3863	8.62958
GET4	GET4	51608	23.713	22.3154
GFAP	GFAP	2670	0.163612	0.982324
GFER	GFER	2671	17.8763	17.9441
GFI1	GFI1	2672	0.218415	0.146168
GFM1	GFM1	85476	22.0327	20.2985
GFM2	GFM2	84340	15.2579	16.6599
GFOD1	GFOD1	54438	0.849066	0.469168
GFOD2	GFOD2	81577	14.7885	15.0563
GFPT1	GFPT1	2673	9.49455	8.30755
GFPT2	GFPT2	9945	30.3605	18.7358
GFRA1	GFRA1	2674	3.27317	2.15817
GFRA2	GFRA2	2675	0.177594	0.187896
GFRA3	GFRA3	2676	0.073949	0.197673
GGA1	GGA1	26088	29.5076	28.3846
GGA2	GGA2	23062	28.7298	24.1254
GGA3	GGA3	23163	23.8157	18.224
GGACT	GGACT	87769	1.96143	1.96244
GGCT	GGCT	79017	48.7786	51.7906
GGCX	GGCX	2677	15.9134	19.1971
GGH	GGH	8836	45.3663	46.3585
GGN	GGN	199720	1.06914	1.63851
GGNBP2	GGNBP2	79893	2.12571	1.93856
GGPS1	GGPS1	9453	34.2916	38.6268
GGT1	GGT1	2678	2.08566	1.96968
GGT5	GGT5	2687	0.423665	0.373989
GGT7	GGT7	2686	16.2923	18.344
GGTA1P	GGTA1P	2681	0.050218	0.0897718
GGTA2P	GGTA2P	121328	0.195273	0.218156
GHDC	GHDC	84514	2.34668	2.1565
GHITM	GHITM	27069	49.501	69.9988
GHR	GHR	2690	7.098	8.98437
GHRL	GHRL	51738	0.305648	0.122129
GHRLOS	GHRLOS	100126793	0.850431	0.873503
GID4	GID4	79018	2.97834	3.97466
GID8	GID8	54994	38.8743	34.3275
GIGYF1	GIGYF1	64599	19.7868	15.1579
GIGYF2	GIGYF2	26058	21.5263	18.6933
GIMAP2	GIMAP2	26157	0.108681	0.420629
GINM1	GINM1	116254	27.113	28.4799
GINS1	GINS1	9837	29.7681	22.2315
GINS2	GINS2	51659	33.1557	33.9124
GINS3	GINS3	64785	14.0687	12.0667
GINS4	GINS4	84296	16.6809	10.6646
GIPC1	GIPC1	10755	47.3159	49.9701
GIPC3	GIPC3	126326	0	0.00979943
GIPR	GIPR	2696	1.29761	2.21458
GIT1	GIT1	28964	18.0871	16.456
GIT2	GIT2	9815	22.5434	16.3995
GJA1	GJA1	2697	57.8568	32.9761
GJA1P1	GJA1P1	2698	0.287129	0.170951
GJA9	GJA9	81025	0.196824	0.219971
GJC1	GJC1	10052	38.4834	26.1467
GJC2	GJC2	57165	0.35515	0.45564
GK	GK	2710	3.10566	2.70253
GK-AS1	GK-AS1	100873902	0.0993161	0.0890124
GK5	GK5	256356	3.52278	3.31641
GKAP1	GKAP1	80318	3.97031	7.17769
GLA	GLA	2717	0.216869	0.260276
GLB1	GLB1	2720	21.3136	27.4678
GLB1L	GLB1L	79411	7.17105	10.0187
GLB1L2	GLB1L2	89944	3.8213	3.98296
GLCCI1	GLCCI1	113263	28.388	21.8344
GLCE	GLCE	26035	5.28039	3.93695
GLDC	GLDC	2731	20.1005	21.1881
GLDCP1	GLDCP1	2732	0.567659	0.506525
GLE1	GLE1	2733	14.0682	17.2099
GLG1	GLG1	2734	64.1024	52.8364
GLI1	GLI1	2735	4.02088	1.3834
GLI2	GLI2	2736	33.1501	22.7353
GLI3	GLI3	2737	36.6973	21.681
GLI4	GLI4	2738	9.28921	9.96631
GLIPR1	GLIPR1	11010	2.58431	3.52827
GLIPR1L1	GLIPR1L1	256710	0.197235	0.058812
GLIPR1L2	GLIPR1L2	144321	0.364202	0.429382
GLIPR2	GLIPR2	152007	24.469	32.9973
GLIS2	GLIS2	84662	8.56554	5.90731
GLIS3	GLIS3	169792	8.34339	11.662
GLMN	GLMN	11146	13.946	17.2535
GLO1	GLO1	2739	115.125	129.263
GLOD4	GLOD4	51031	62.91	60.999
GLRA2	GLRA2	2742	0.121779	0.166606
GLRB	GLRB	2743	6.38877	6.93809
GLRX	GLRX	2745	3.275	6.05896
GLRX2	GLRX2	51022	12.3825	12.5306
GLRX3	GLRX3	10539	55.406	58.8548
GLRX5	GLRX5	51218	34.5635	48.1086
GLS	GLS	2744	39.1187	21.7787
GLS2	GLS2	27165	1.11033	1.16131
GLT1D1	GLT1D1	144423	0.473432	0.677921
GLT8D1	GLT8D1	55830	53.4692	64.4629
GLT8D2	GLT8D2	83468	0.592219	1.14023
GLTP	GLTP	51228	14.9422	21.0897
GLTPD2	GLTPD2	388323	0.493347	0.441067
GLUD1	GLUD1	2746	54.6122	60.3573
GLUD1P3	GLUD1P3	2749	3.36526	1.73667
GLUD2	GLUD2	2747	1.44591	1.15756
GLUL	GLUL	2752	134.27	118.302
GLULP4	GLULP4	392305	0.0979519	0.17509
GLYATL1	GLYATL1	92292	0.536009	0.328406
GLYATL1P2	GLYATL1P2	100129933	1.15074	0.300894
GLYATL2	GLYATL2	219970	1.51607	1.96253
GLYCTK	GLYCTK	132158	5.70038	5.66804
GLYCTK-AS1	GLYCTK-AS1	100874110	0.748581	0
GLYR1	GLYR1	84656	45.5548	37.9459
GM2A	GM2A	2760	11.875	12.3612
GMCL1	GMCL1	64395	9.45104	9.5805
GMDS	GMDS	2762	6.44216	6.69187
GMEB1	GMEB1	10691	9.86524	7.1574
GMEB2	GMEB2	26205	7.9507	6.08361
GMFB	GMFB	2764	47.1225	41.5006
GMFG	GMFG	9535	0.107522	1.52841
GMIP	GMIP	51291	9.60435	5.90825
GMNN	GMNN	51053	46.9204	42.0696
GMPPA	GMPPA	29926	10.0182	20.6921
GMPPB	GMPPB	29925	10.0766	9.22829
GMPR	GMPR	2766	0.425839	1.11524
GMPR2	GMPR2	51292	30.5272	29.4693
GMPS	GMPS	8833	44.4108	33.3335
GMPSP1	GMPSP1	728564	3.53412	3.48691
GNA11	GNA11	2767	26.7456	21.4906
GNA12	GNA12	2768	37.6126	32.8807
GNA13	GNA13	10672	37.6441	26.6572
GNA14	GNA14	9630	10.0288	7.97017
GNAI1	GNAI1	2770	20.1816	19.3544
GNAI2	GNAI2	2771	20.9143	5.19926
GNAI3	GNAI3	2773	59.0521	58.4909
GNAL	GNAL	2774	2.65838	2.29756
GNAO1	GNAO1	2775	32.8	27.828
GNAQ	GNAQ	2776	32.944	21.4035
GNAQP1	GNAQP1	2777	0.78086	0.279204
GNAS	GNAS	2778	800.369	744.303
GNAS-AS1	GNAS-AS1	149775	0.48252	0.168894
GNAZ	GNAZ	2781	6.72984	6.83682
GNB1	GNB1	2782	234.682	200.488
GNB1L	GNB1L	54584	2.32182	2.58423
GNB2	GNB2	2783	144.19	177.432
GNB4	GNB4	59345	23.4493	13.5535
GNB5	GNB5	10681	7.2365	7.87603
GNE	GNE	10020	11.8865	9.57944
GNG10	GNG10	2790	22.9294	27.3792
GNG11	GNG11	2791	17.8394	26.1439
GNG12	GNG12	55970	41.129	38.2177
GNG12-AS1	GNG12-AS1	100289178	0.669421	0.540989
GNG13	GNG13	51764	0.0575185	0.102866
GNG2	GNG2	54331	170.123	111.219
GNG3	GNG3	2785	11.5555	25.1634
GNG4	GNG4	2786	17.7641	12.8954
GNG5	GNG5	2787	122.165	146.175
GNG5P2	GNG5P2	347687	1.02894	0.396023
GNG7	GNG7	2788	14.3714	10.6701
GNG8	GNG8	94235	0.968129	0.856703
GNL2	GNL2	29889	28.6458	33.7727
GNL3	GNL3	26354	36.4063	38.3348
GNL3L	GNL3L	54552	7.3491	4.86245
GNL3LP1	GNL3LP1	80060	1.88174	0.910926
GNMT	GNMT	27232	1.08699	1.34179
GNPAT	GNPAT	8443	36.4564	40.8237
GNPDA1	GNPDA1	10007	17.8226	24.9447
GNPDA2	GNPDA2	132789	10.1956	9.47718
GNPNAT1	GNPNAT1	64841	11.5836	11.1568
GNPTAB	GNPTAB	79158	6.61804	6.03415
GNPTG	GNPTG	84572	31.7432	41.09
GNRH1	GNRH1	2796	2.74702	2.28143
GNRH2	GNRH2	2797	0.724666	0.144168
GNRHR	GNRHR	2798	0.346297	0.206054
GNS	GNS	2799	46.6047	44.5545
GOLGA1	GOLGA1	2800	7.99678	9.6663
GOLGA2	GOLGA2	2801	36.3949	32.5369
GOLGA2P5	GOLGA2P5	55592	1.20006	1.12572
GOLGA2P7	GOLGA2P7	388152	6.30187	6.12823
GOLGA3	GOLGA3	2802	16.1467	12.8671
GOLGA4	GOLGA4	2803	17.6935	19.0237
GOLGA5	GOLGA5	9950	13.7977	18.5856
GOLGA6L10	GOLGA6L10	647042	0.403522	0.271499
GOLGA6L17P	GOLGA6L17P	642402	0.661121	0.461933
GOLGA6L19	GOLGA6L19	101927601	0.171062	0.152728
GOLGA6L3	GOLGA6L3	100133220	0.398066	0.164044
GOLGA6L4	GOLGA6L4	643707	0.468708	0.579021
GOLGA6L5P	GOLGA6L5P	374650	4.59962	5.40412
GOLGA6L9	GOLGA6L9	440295	0.851019	0.71605
GOLGA7	GOLGA7	51125	41.7389	50.184
GOLGA8A	GOLGA8A	23015	20.2614	23.635
GOLGA8B	GOLGA8B	440270	23.2107	26.198
GOLGA8H	GOLGA8H	728498	0.160033	0.0238103
GOLGA8K	GOLGA8K	653125	0.40917	0.238803
GOLGA8M	GOLGA8M	653720	0.186705	0.0476207
GOLGA8N	GOLGA8N	643699	0.19576	0.131139
GOLGA8O	GOLGA8O	728047	0.224471	0.292698
GOLGA8Q	GOLGA8Q	727909	0.0533443	0
GOLGA8R	GOLGA8R	101059918	0.116144	0.0715568
GOLGA8T	GOLGA8T	653075	0.133596	0.166966
GOLGB1	GOLGB1	2804	21.046	19.2758
GOLIM4	GOLIM4	27333	25.704	17.5949
GOLM1	GOLM1	51280	85.2608	84.6491
GOLPH3	GOLPH3	64083	32.5262	37.52
GOLPH3L	GOLPH3L	55204	9.14684	9.82286
GOLT1B	GOLT1B	51026	20.0139	19.9525
GON4L	GON4L	54856	12.3081	11.0238
GOPC	GOPC	57120	18.7043	17.1369
GORAB	GORAB	92344	8.6421	9.46884
GORASP1	GORASP1	64689	21.1195	19.742
GORASP2	GORASP2	26003	52.1398	46.8521
GOSR1	GOSR1	9527	21.4692	17.7723
GOSR2	GOSR2	9570	30.2731	32.3639
GOT1	GOT1	2805	19.021	24.6286
GOT2	GOT2	2806	48.3424	56.3875
GOT2P2	GOT2P2	391139	0	0
GP1BA	GP1BA	2811	0.630904	0.22872
GPALPP1	GPALPP1	55425	18.1865	15.6981
GPAM	GPAM	57678	8.04782	8.39449
GPATCH1	GPATCH1	55094	6.63664	4.66533
GPATCH11	GPATCH11	253635	9.06415	8.41306
GPATCH2	GPATCH2	55105	9.46485	8.18502
GPATCH2L	GPATCH2L	55668	22.0189	12.4605
GPATCH3	GPATCH3	63906	7.16094	7.66028
GPATCH4	GPATCH4	54865	21.0034	17.8876
GPATCH8	GPATCH8	23131	24.1506	15.1504
GPBAR1	GPBAR1	151306	0.114099	0.136731
GPBP1	GPBP1	65056	64.2186	61.5986
GPBP1L1	GPBP1L1	60313	37.495	41.417
GPC1	GPC1	2817	37.7265	33.8962
GPC2	GPC2	221914	36.186	19.6836
GPC3	GPC3	2719	0.735996	1.21858
GPC4	GPC4	2239	51.2338	35.5567
GPC5	GPC5	2262	0.11815	0.135537
GPC6	GPC6	10082	3.30744	4.49544
GPCPD1	GPCPD1	56261	17.4001	14.7255
GPD1	GPD1	2819	0.015751	0.232569
GPD1L	GPD1L	23171	7.19841	7.62678
GPD2	GPD2	2820	8.47096	5.58644
GPER1	GPER1	2852	0.610838	0.616502
GPHN	GPHN	10243	18.1545	18.1838
GPI	GPI	2821	45.845	55.2711
GPKOW	GPKOW	27238	1.23936	0.289809
GPLD1	GPLD1	2822	0.428209	0.282596
GPM6A	GPM6A	2823	175.064	170.173
GPM6B	GPM6B	2824	189.432	257.478
GPN1	GPN1	11321	27.0788	28.1503
GPN2	GPN2	54707	9.16078	9.6894
GPN3	GPN3	51184	12.5696	12.9723
GPNMB	GPNMB	10457	0.0614883	0.580536
GPR1	GPR1	2825	2.33076	2.33073
GPR107	GPR107	57720	11.9887	6.70466
GPR108	GPR108	56927	18.809	26.4864
GPR12	GPR12	2835	0.323266	0.428272
GPR135	GPR135	64582	1.90372	1.66125
GPR137	GPR137	56834	21.0296	28.8308
GPR137B	GPR137B	7107	6.05052	7.35591
GPR137C	GPR137C	283554	5.5613	6.19005
GPR143	GPR143	4935	0.718982	0.766652
GPR146	GPR146	115330	0.232026	0
GPR153	GPR153	387509	11.3383	11.3871
GPR155	GPR155	151556	2.04042	1.92443
GPR156	GPR156	165829	0.311438	0.216279
GPR157	GPR157	80045	0.0538319	0.192044
GPR158	GPR158	57512	0.921676	2.65139
GPR160	GPR160	26996	0.595839	0.247276
GPR161	GPR161	23432	18.2693	8.73698
GPR17	GPR17	2840	0.43621	0.593212
GPR176	GPR176	11245	1.99828	1.97311
GPR180	GPR180	160897	3.18003	2.84972
GPR183	GPR183	1880	0.0603883	0
GPR19	GPR19	2842	2.87686	3.26597
GPR27	GPR27	2850	1.63523	1.89165
GPR3	GPR3	2827	1.84665	1.54258
GPR34	GPR34	2857	0.112215	0.10018
GPR35	GPR35	2859	0.769496	0.99911
GPR37	GPR37	2861	3.34688	1.56483
GPR37L1	GPR37L1	9283	0.0927494	0.114849
GPR39	GPR39	2863	1.14436	1.4579
GPR50	GPR50	9248	0.4659	0.693153
GPR61	GPR61	83873	0.340566	0.19718
GPR63	GPR63	81491	0.657657	0.731177
GPR68	GPR68	8111	0.0520937	0.123965
GPR75	GPR75	10936	3.03039	1.40837
GPR75-ASB3	GPR75-ASB3	100302652	15.6851	17.5559
GPR85	GPR85	54329	0.486037	0.789463
GPR88	GPR88	54112	0.0137978	0.0246178
GPR89A	GPR89A	653519	0.70474	0.559056
GPRASP1	GPRASP1	9737	2.67381	1.73435
GPRASP2	GPRASP2	114928	17.9527	16.1636
GPRC5A	GPRC5A	9052	0.118325	0.349705
GPRC5B	GPRC5B	51704	45.4956	61.0072
GPRC5C	GPRC5C	55890	1.47902	2.53757
GPRIN1	GPRIN1	114787	5.76464	3.76782
GPRIN3	GPRIN3	285513	0.395121	0.245447
GPS1	GPS1	2873	52.0208	59.343
GPS2	GPS2	2874	39.7349	43.7836
GPSM1	GPSM1	26086	14.0348	14.2712
GPSM2	GPSM2	29899	22.0954	17.9669
GPT	GPT	2875	1.79063	1.41599
GPT2	GPT2	84706	18.8045	17.2935
GPX1	GPX1	2876	42.1793	60.5763
GPX1P1	GPX1P1	441481	1.54169	1.77724
GPX2	GPX2	2877	0.114207	0.266305
GPX3	GPX3	2878	3.15355	5.84502
GPX4	GPX4	2879	155.035	212.058
GPX7	GPX7	2882	11.6225	17.3692
GPX8	GPX8	493869	31.3381	29.1401
GRAMD1A	GRAMD1A	57655	30.4622	28.8189
GRAMD1B	GRAMD1B	57476	2.54214	1.90794
GRAMD1C	GRAMD1C	54762	1.45326	1.98271
GRAMD4	GRAMD4	23151	7.96921	8.63781
GRAP	GRAP	10750	0.316357	0.632374
GRAP2	GRAP2	9402	0.503139	0.241579
GRASP	GRASP	160622	3.02249	5.86538
GRB10	GRB10	2887	25.5969	20.2187
GRB14	GRB14	2888	0.457572	1.59562
GRB2	GRB2	2885	33.2682	33.3063
GREB1	GREB1	9687	7.95089	6.98278
GREB1L	GREB1L	80000	17.2635	8.20623
GREM1	GREM1	26585	0	0.0330776
GREM2	GREM2	64388	0.400476	0.0510311
GRHL1	GRHL1	29841	4.02828	3.12668
GRHL3	GRHL3	57822	0	0.0151726
GRHPR	GRHPR	9380	57.4562	64.8425
GRIA1	GRIA1	2890	136.29	108.724
GRIA2	GRIA2	2891	12.0771	7.66535
GRIA3	GRIA3	2892	10.8616	9.87249
GRIA4	GRIA4	2893	19.689	13.6873
GRID1	GRID1	2894	8.69836	7.8138
GRID2	GRID2	2895	0.831476	0.85341
GRIK1	GRIK1	2897	24.3387	22.2023
GRIK1-AS1	GRIK1-AS1	642976	0.376081	0.266596
GRIK2	GRIK2	2898	0.667155	0.851618
GRIK3	GRIK3	2899	0.199232	0.12299
GRIK4	GRIK4	2900	0.368192	0.778266
GRIK5	GRIK5	2901	1.01748	0.88379
GRIN2A	GRIN2A	2903	1.57444	2.05156
GRIN2B	GRIN2B	2904	2.16894	1.06809
GRIN2C	GRIN2C	2905	0.445411	0.323773
GRIN2D	GRIN2D	2906	2.61891	2.98182
GRIN3A	GRIN3A	116443	0.372364	0.18209
GRIN3B	GRIN3B	116444	0.309469	0.314494
GRINA	GRINA	2907	3.6827	2.82823
GRIP1	GRIP1	23426	5.9714	4.87945
GRIP2	GRIP2	80852	0.0789891	0.119249
GRIPAP1	GRIPAP1	56850	5.19117	5.68969
GRK4	GRK4	2868	3.36491	4.00308
GRK5	GRK5	2869	11.0912	9.29112
GRK6	GRK6	2870	12.7937	11.339
GRM1	GRM1	2911	0.396555	0.979594
GRM2	GRM2	2912	0.855517	0.251352
GRM3	GRM3	2913	135.963	34.8477
GRM4	GRM4	2914	0.189185	0.143004
GRM7	GRM7	2917	0.343071	0.765415
GRM8	GRM8	2918	1.62906	1.40183
GRN	GRN	2896	62.9526	79.83
GRP	GRP	2922	0	0.0645176
GRPEL1	GRPEL1	80273	13.4805	17.859
GRPEL2	GRPEL2	134266	7.26496	7.38674
GRPEL2-AS1	GRPEL2-AS1	106144529	0.217081	0
GRPR	GRPR	2925	0	0.0233984
GRSF1	GRSF1	2926	72.3487	74.0572
GRTP1	GRTP1	79774	5.43085	5.47691
GRWD1	GRWD1	83743	15.1872	12.4814
GS1-124K5.11	GS1-124K5.11	493754	1.24006	1.02937
GS1-124K5.4	GS1-124K5.4	100289098	2.60277	8.70234
GS1-24F4.2	GS1-24F4.2	100652791	0.992335	0.487813
GSAP	GSAP	54103	0.124452	0.0167481
GSDMB	GSDMB	55876	5.19626	5.41837
GSDMD	GSDMD	79792	0.560077	0.790349
GSE1	GSE1	23199	28.2175	28.4382
GSG1	GSG1	83445	0.458232	0.162531
GSK3A	GSK3A	2931	28.4815	32.5357
GSK3B	GSK3B	2932	28.41	20.0878
GSKIP	GSKIP	51527	21.3054	19.7531
GSN	GSN	2934	62.4882	60.2404
GSN-AS1	GSN-AS1	57000	1.02562	0.314187
GSPT1	GSPT1	2935	61.3106	57.3565
GSR	GSR	2936	13.618	15.0524
GSS	GSS	2937	27.2713	34.1245
GSTA4	GSTA4	2941	55.0629	60.4372
GSTCD	GSTCD	79807	11.3238	10.7564
GSTK1	GSTK1	373156	38.0019	41.8378
GSTM1	GSTM1	2944	0	0
GSTM2	GSTM2	2946	38.3187	42.5111
GSTM2P1	GSTM2P1	442245	0.296012	1.06102
GSTM3	GSTM3	2947	25.2543	49.2207
GSTM3P1	GSTM3P1	170523	0	0
GSTM4	GSTM4	2948	11.0889	14.3007
GSTO1	GSTO1	9446	33.0712	61.097
GSTO2	GSTO2	119391	0.583893	0.46133
GSTP1	GSTP1	2950	276.829	451.205
GSTT1	GSTT1	2952	40.5775	39.6537
GSTT2	GSTT2	2953	0.100995	0.920833
GSTZ1	GSTZ1	2954	17.8695	31.2803
GSX1	GSX1	219409	1.02147	0.746243
GTDC1	GTDC1	79712	14.7812	12.3853
GTF2A1	GTF2A1	2957	17.3313	15.2399
GTF2A1L	GTF2A1L	11036	0	0.0294441
GTF2A2	GTF2A2	2958	79.7892	101.081
GTF2B	GTF2B	2959	17.3196	23.5085
GTF2E1	GTF2E1	2960	10.6405	10.0991
GTF2E2	GTF2E2	2961	11.5367	15.846
GTF2F1	GTF2F1	2962	33.5901	30.7097
GTF2F2	GTF2F2	2963	22.5118	32.6696
GTF2F2P1	GTF2F2P1	2964	0.188751	0.084569
GTF2H1	GTF2H1	2965	22.914	21.6039
GTF2H2	GTF2H2	2966	1.39368	1.90556
GTF2H2B	GTF2H2B	653238	1.98474	1.37904
GTF2H2C	GTF2H2C	728340	2.3102	3.4095
GTF2H3	GTF2H3	2967	17.7155	15.0853
GTF2H5	GTF2H5	404672	3.55909	4.98339
GTF2I	GTF2I	2969	5.57015	6.17598
GTF2IP1	GTF2IP1	2970	1.43835	1.13346
GTF2IRD1	GTF2IRD1	9569	4.8276	8.08777
GTF2IRD2	GTF2IRD2	84163	1.80967	1.66796
GTF2IRD2B	GTF2IRD2B	389524	0.0857904	0.477931
GTF3A	GTF3A	2971	44.9298	59.0082
GTF3C1	GTF3C1	2975	27.528	38.6918
GTF3C2	GTF3C2	2976	29.3087	29.5196
GTF3C3	GTF3C3	9330	20.6881	14.5674
GTF3C4	GTF3C4	9329	15.3534	11.075
GTF3C5	GTF3C5	9328	47.5254	56.2201
GTF3C6	GTF3C6	112495	81.7536	103.565
GTPBP1	GTPBP1	9567	21.4361	14.4976
GTPBP10	GTPBP10	85865	7.66862	8.67662
GTPBP2	GTPBP2	54676	34.0762	33.7319
GTPBP3	GTPBP3	84705	20.0629	16.5893
GTPBP4	GTPBP4	23560	29.6244	31.9041
GTPBP6	GTPBP6	8225	21.8141	23.4195
GTPBP8	GTPBP8	29083	17.0984	16.3345
GTSE1	GTSE1	51512	36.915	27.6158
GUCA1B	GUCA1B	2979	0.642915	0.972437
GUCD1	GUCD1	83606	35.3754	37.3865
GUCY1A2	GUCY1A2	2977	0.952086	0.319274
GUF1	GUF1	60558	14.4567	14.6416
GUK1	GUK1	2987	60.2961	86.1305
GULP1	GULP1	51454	30.535	16.8907
GUSB	GUSB	2990	23.9553	23.8077
GUSBP1	GUSBP1	728411	9.20501	5.70899
GUSBP11	GUSBP11	91316	4.48136	5.61989
GUSBP2	GUSBP2	387036	5.19044	0.439451
GUSBP4	GUSBP4	375513	0	0
GUSBP9	GUSBP9	100049076	0.232627	0.233073
GVQW1	GVQW1	101362076	1.48938	1.29191
GXYLT1	GXYLT1	283464	6.36767	4.36322
GXYLT2	GXYLT2	727936	1.82494	1.48251
GYG1	GYG1	2992	19.8808	28.6104
GYG2	GYG2	8908	14.0793	10.1561
GYPC	GYPC	2995	40.657	66.1669
GYS1	GYS1	2997	13.6029	14.8409
GZF1	GZF1	64412	7.78158	7.00757
GZMM	GZMM	3004	0.0609056	0.295312
