	SYMBOL	ENTREZID	Ctrl_Fam.Veh.R1	Ctrl_Fam.Veh.R2
EED	EED	8726	20.8308	19.8731
EEF1A1	EEF1A1	1915	3128.08	3925.68
EEF1A1P11	EEF1A1P11	440595	13.4211	6.6529
EEF1A1P12	EEF1A1P12	644604	17.0237	9.37557
EEF1A1P13	EEF1A1P13	133283	42.2188	25.01
EEF1A1P14	EEF1A1P14	647167	1.27931	0
EEF1A1P16	EEF1A1P16	387845	11.0806	1.97065
EEF1A1P19	EEF1A1P19	100421796	12.8443	5.08134
EEF1A1P25	EEF1A1P25	646612	0.512385	0
EEF1A1P3	EEF1A1P3	100421865	0.115423	0.0824132
EEF1A1P38	EEF1A1P38	124199	1.68722	0.369605
EEF1A1P4	EEF1A1P4	100421854	0.983839	0.931943
EEF1A1P5	EEF1A1P5	158078	248.132	239.59
EEF1A1P6	EEF1A1P6	221838	58.9879	45.7163
EEF1A1P9	EEF1A1P9	441032	12.6794	3.92128
EEF1A2	EEF1A2	1917	21.5721	23.296
EEF1B2	EEF1B2	1933	242.325	239.282
EEF1B2P1	EEF1B2P1	1932	0.286798	0.10418
EEF1B2P2	EEF1B2P2	1934	0.758898	0.103358
EEF1B2P3	EEF1B2P3	644820	32.1204	29.1265
EEF1D	EEF1D	1936	230.866	293.412
EEF1DP1	EEF1DP1	126037	0.652087	0.0762608
EEF1DP2	EEF1DP2	442429	2.56792	1.595
EEF1E1	EEF1E1	9521	26.2376	26.2169
EEF1G	EEF1G	1937	607.944	729.449
EEF1GP7	EEF1GP7	645311	0.0898491	0.0977457
EEF2	EEF2	1938	528.433	581.858
EEF2K	EEF2K	29904	18.6699	24.3723
EEFSEC	EEFSEC	60678	4.45175	6.84703
EEPD1	EEPD1	80820	8.07561	6.20078
EFCAB1	EFCAB1	79645	0.50959	2.13936
EFCAB10	EFCAB10	100130771	0.703638	0.301896
EFCAB11	EFCAB11	90141	9.24039	6.09749
EFCAB12	EFCAB12	90288	0.592533	0.772221
EFCAB13	EFCAB13	124989	1.73632	1.97418
EFCAB14	EFCAB14	9813	22.9	24.0055
EFCAB14P1	EFCAB14P1	106479047	0.507021	0.1883
EFCAB2	EFCAB2	84288	11.6435	13.4868
EFCAB5	EFCAB5	374786	0.140179	0.0258493
EFCAB6	EFCAB6	64800	0.510732	0.486097
EFCAB7	EFCAB7	84455	6.04124	7.07668
EFCC1	EFCC1	79825	7.76492	17.3981
EFEMP1	EFEMP1	2202	3.03117	1.61153
EFEMP2	EFEMP2	30008	14.5667	29.0602
EFHB	EFHB	151651	0.605968	1.4768
EFHC1	EFHC1	114327	18.1742	29.4787
EFHC2	EFHC2	80258	0.370929	0.215161
EFHD1	EFHD1	80303	4.63754	3.90249
EFHD2	EFHD2	79180	9.56161	9.85718
EFNA1	EFNA1	1942	8.20867	7.13465
EFNA2	EFNA2	1943	3.19933	2.45801
EFNA4	EFNA4	1945	6.50527	6.20493
EFNA5	EFNA5	1946	3.75755	1.91229
EFNB1	EFNB1	1947	15.8762	26.0582
EFNB2	EFNB2	1948	118.801	81.662
EFNB3	EFNB3	1949	21.0689	24.9845
EFR3A	EFR3A	23167	12.8207	9.68275
EFR3B	EFR3B	22979	11.7176	15.0635
EFS	EFS	10278	13.8103	32.9135
EFTUD2	EFTUD2	9343	119.75	131.485
EGF	EGF	1950	3.68779	4.84987
EGFEM1P	EGFEM1P	93556	6.63923	8.44843
EGFL6	EGFL6	25975	0.125531	0
EGFL7	EGFL7	51162	2.23193	1.4003
EGFLAM	EGFLAM	133584	3.01073	0.363539
EGFR	EGFR	1956	19.2995	22.73
EGLN1	EGLN1	54583	16.8096	11.4004
EGLN2	EGLN2	112398	41.71	41.2121
EGLN3	EGLN3	112399	3.69276	0.787728
EGR1	EGR1	1958	5.81077	13.5544
EGR2	EGR2	1959	4.67129	1.69819
EGR3	EGR3	1960	0.199342	0.189712
EHBP1	EHBP1	23301	24.6075	26.0624
EHBP1L1	EHBP1L1	254102	5.49527	6.71247
EHD1	EHD1	10938	21.4986	28.8783
EHD2	EHD2	30846	18.6388	17.7002
EHD3	EHD3	30845	4.78906	5.41925
EHD4	EHD4	30844	8.57017	10.4118
EHHADH	EHHADH	1962	0.670605	0.707923
EHMT1	EHMT1	79813	23.8155	27.8283
EI24	EI24	9538	68.8381	73.8139
EID1	EID1	23741	146.264	162.724
EID2	EID2	163126	16.3422	13.9865
EID2B	EID2B	126272	3.37439	4.12809
EID3	EID3	493861	0.32476	0.347571
EIF1	EIF1	10209	694.697	394.5
EIF1AD	EIF1AD	84285	16.3782	12.4393
EIF1AX	EIF1AX	1964	26.3871	25.0804
EIF1AXP1	EIF1AXP1	280661	38.7547	31.1936
EIF1AY	EIF1AY	9086	0	0
EIF1B	EIF1B	10289	89.5121	54.4089
EIF2A	EIF2A	83939	48.6091	44.4745
EIF2AK1	EIF2AK1	27102	39.6543	40.4967
EIF2AK2	EIF2AK2	5610	15.4664	15.2541
EIF2AK3	EIF2AK3	9451	9.82986	11.4364
EIF2AK4	EIF2AK4	440275	14.9601	20.9674
EIF2B1	EIF2B1	1967	20.1469	28.3327
EIF2B2	EIF2B2	8892	24.6317	25.6727
EIF2B3	EIF2B3	8891	12.5141	14.1535
EIF2B4	EIF2B4	8890	33.8517	32.5358
EIF2B5	EIF2B5	8893	17.3184	30.1768
EIF2D	EIF2D	1939	0.2599	2.28105
EIF2S1	EIF2S1	1965	91.1287	100.854
EIF2S2	EIF2S2	8894	53.9787	43.4079
EIF2S2P3	EIF2S2P3	283014	1.00048	0.570782
EIF2S2P4	EIF2S2P4	728350	12.0285	6.63201
EIF2S3	EIF2S3	1968	72.1696	73.2286
EIF3A	EIF3A	8661	78.1705	67.4734
EIF3B	EIF3B	8662	73.7341	76.678
EIF3C	EIF3C	8663	10.6181	10.1649
EIF3CL	EIF3CL	728689	5.70728	7.1005
EIF3D	EIF3D	8664	72.5905	78.3571
EIF3E	EIF3E	3646	151.9	148.161
EIF3EP1	EIF3EP1	3647	2.57273	2.49478
EIF3F	EIF3F	8665	104.064	121.572
EIF3FP3	EIF3FP3	339799	27.0622	25.6555
EIF3G	EIF3G	8666	87.6653	113.385
EIF3H	EIF3H	8667	120.995	101.752
EIF3I	EIF3I	8668	119.114	130.327
EIF3J	EIF3J	8669	81.7546	64.1425
EIF3K	EIF3K	27335	100.08	105.418
EIF3KP1	EIF3KP1	134505	0.197902	0.107948
EIF3L	EIF3L	51386	231.276	278.203
EIF3LP2	EIF3LP2	143341	0.671844	0.404167
EIF3LP3	EIF3LP3	340947	0.437228	0.15773
EIF3M	EIF3M	10480	160.301	144.811
EIF4A1	EIF4A1	1973	416.928	442.003
EIF4A1P10	EIF4A1P10	100421533	27.5679	23.0405
EIF4A1P2	EIF4A1P2	359792	3.47982	2.4435
EIF4A1P7	EIF4A1P7	341784	1.6521	0.574938
EIF4A2	EIF4A2	1974	181.371	219.46
EIF4A2P2	EIF4A2P2	100421579	0.104566	0.168687
EIF4A3	EIF4A3	9775	56.223	60.0417
EIF4B	EIF4B	1975	102.614	112.141
EIF4BP2	EIF4BP2	100129337	0.229204	0
EIF4BP3	EIF4BP3	100128771	1.10729	0.620587
EIF4BP6	EIF4BP6	645579	5.91953	5.99052
EIF4BP7	EIF4BP7	643873	6.11588	6.04643
EIF4E	EIF4E	1977	48.3013	43.747
EIF4E2	EIF4E2	9470	53.9737	49.9301
EIF4E3	EIF4E3	317649	3.4678	2.11351
EIF4EBP1	EIF4EBP1	1978	41.8528	18.8931
EIF4EBP2	EIF4EBP2	1979	38.0256	40.5912
EIF4EBP3	EIF4EBP3	8637	2.76424	1.85231
EIF4ENIF1	EIF4ENIF1	56478	16.4887	17.9828
EIF4G1	EIF4G1	1981	105.616	108.565
EIF4G2	EIF4G2	1982	435.238	387.978
EIF4G3	EIF4G3	8672	34.0315	44.5097
EIF4H	EIF4H	7458	4.03943	2.80054
EIF4HP1	EIF4HP1	401316	50.9219	47.165
EIF4HP2	EIF4HP2	100421545	3.8355	1.49601
EIF5	EIF5	1983	105.503	84.1081
EIF5A	EIF5A	1984	269.561	246.386
EIF5A2	EIF5A2	56648	4.95125	4.62105
EIF5AL1	EIF5AL1	143244	3.87068	2.39837
EIF5AP3	EIF5AP3	1987	0.169624	0.189026
EIF5AP4	EIF5AP4	642592	13.0873	13.0811
EIF5B	EIF5B	9669	40.0358	34.0759
EIF6	EIF6	3692	67.856	71.9869
ELAC1	ELAC1	55520	9.28213	11.7165
ELAC2	ELAC2	60528	22.3274	25.7665
ELAVL1	ELAVL1	1994	54.9625	51.5356
ELAVL2	ELAVL2	1993	2.81412	10.6945
ELAVL3	ELAVL3	1995	11.9211	12.9392
ELAVL4	ELAVL4	1996	0.182477	0.105589
ELF1	ELF1	1997	14.4386	8.79838
ELF2	ELF2	1998	17.5951	13.7585
ELF3	ELF3	1999	0.231971	0.114385
ELF4	ELF4	2000	1.3467	1.08371
ELFN1	ELFN1	392617	5.70334	6.66581
ELFN2	ELFN2	114794	0.0898844	0.0119152
ELK1	ELK1	2002	19.6575	16.0931
ELK3	ELK3	2004	35.863	20.3094
ELK4	ELK4	2005	6.39992	3.97169
ELL	ELL	8178	4.77639	3.34549
ELL2	ELL2	22936	2.23019	1.11477
ELL3	ELL3	80237	0.85166	3.03529
ELMO1	ELMO1	9844	2.87943	2.33614
ELMO2	ELMO2	63916	23.999	27.2472
ELMO3	ELMO3	79767	0.615164	0.843903
ELMOD1	ELMOD1	55531	6.97978	3.89451
ELMOD2	ELMOD2	255520	22.0959	19.6998
ELMOD3	ELMOD3	84173	11.5158	13.5086
ELMSAN1	ELMSAN1	91748	7.69482	8.16619
ELN	ELN	2006	4.0663	7.34125
ELOF1	ELOF1	84337	39.945	41.2899
ELOVL1	ELOVL1	64834	43.909	49.0887
ELOVL2	ELOVL2	54898	75.1057	83.7881
ELOVL2-AS1	ELOVL2-AS1	100506409	2.07043	2.38998
ELOVL3	ELOVL3	83401	0.0778629	0.0417018
ELOVL4	ELOVL4	6785	4.25126	2.65531
ELOVL5	ELOVL5	60481	82.7677	78.9311
ELOVL6	ELOVL6	79071	33.1587	43.3288
ELOVL7	ELOVL7	79993	0.0883671	0.0402411
ELP2	ELP2	55250	29.8006	28.0098
ELP3	ELP3	55140	16.6898	15.6223
ELP4	ELP4	26610	12.6206	13.6939
ELP5	ELP5	23587	28.1466	31.1081
ELP6	ELP6	54859	21.5601	28.7661
EMB	EMB	133418	0.676222	0.131147
EMC1	EMC1	23065	32.8402	36.3382
EMC10	EMC10	284361	100.422	131.105
EMC2	EMC2	9694	32.5121	31.8086
EMC3	EMC3	55831	42.5831	49.348
EMC3-AS1	EMC3-AS1	442075	3.84765	5.74065
EMC4	EMC4	51234	82.1122	83.5291
EMC6	EMC6	83460	44.887	44.4834
EMC7	EMC7	56851	64.0603	58.2517
EMC8	EMC8	10328	23.9305	25.0123
EMC9	EMC9	51016	17.8044	18.8475
EME1	EME1	146956	6.93946	12.3199
EME2	EME2	197342	7.05536	15.9736
EMG1	EMG1	10436	4.89555	1.08067
EMID1	EMID1	129080	9.128	14.7316
EMILIN1	EMILIN1	11117	10.0847	3.54094
EMILIN2	EMILIN2	84034	0.91673	1.1674
EMILIN3	EMILIN3	90187	1.30458	1.7634
EML1	EML1	2009	19.646	18.3076
EML2	EML2	24139	10.0383	14.9408
EML3	EML3	256364	15.4009	20.1799
EML4	EML4	27436	15.8007	14.6121
EML5	EML5	161436	3.85879	4.23744
EML6	EML6	400954	1.71925	1.5133
EMP1	EMP1	2012	171.386	65.6194
EMP2	EMP2	2013	13.4365	14.3284
EMP3	EMP3	2014	104.006	85.1801
EMX2	EMX2	2018	1.7326	0.129711
EMX2OS	EMX2OS	196047	0.713576	0.0565578
EN1	EN1	2019	0.526834	0.242086
EN2	EN2	2020	4.19822	1.37113
ENAH	ENAH	55740	199.07	138.673
ENC1	ENC1	8507	236.983	239.861
ENDOD1	ENDOD1	23052	12.0679	6.48363
ENDOG	ENDOG	2021	8.22086	9.99861
ENDOV	ENDOV	284131	17.3278	16.7486
ENG	ENG	2022	4.93177	2.38757
ENGASE	ENGASE	64772	7.02098	14.2591
ENHO	ENHO	375704	23.8801	28.0067
ENKD1	ENKD1	84080	11.6521	14.2926
ENKUR	ENKUR	219670	7.5328	7.43951
ENO1	ENO1	2023	703.297	628.392
ENO1-AS1	ENO1-AS1	100505975	0.693701	0.967352
ENO1P1	ENO1P1	2025	1.90251	0.384491
ENO1P2	ENO1P2	100419098	0.0587272	0.0632584
ENO1P4	ENO1P4	100885799	0.240316	1.37951
ENO3	ENO3	2027	7.43341	10.1156
ENO4	ENO4	387712	0.447155	0.917065
ENOPH1	ENOPH1	58478	56.3712	53.1613
ENOSF1	ENOSF1	55556	13.138	31.8559
ENOX1	ENOX1	55068	6.71955	2.09902
ENOX2	ENOX2	10495	3.4847	4.61455
ENPEP	ENPEP	2028	0.00679779	0.00721152
ENPP1	ENPP1	5167	0.553335	0.140998
ENPP2	ENPP2	5168	43.2877	39.2266
ENPP3	ENPP3	5169	0.0750723	0
ENPP4	ENPP4	22875	3.76694	1.58485
ENPP5	ENPP5	59084	0.625095	0.39681
ENPP6	ENPP6	133121	0	0
ENPP7P11	ENPP7P11	100421806	0	0
ENPP7P12	ENPP7P12	106480230	0	0.114291
ENPP7P2	ENPP7P2	100421813	0.0611263	0.263672
ENPP7P4	ENPP7P4	100421816	0.0513461	0.110417
ENSA	ENSA	2029	130.257	143.98
ENSAP2	ENSAP2	319114	16.5488	23.1994
ENTPD1	ENTPD1	953	4.62403	4.42711
ENTPD1-AS1	ENTPD1-AS1	728558	3.46837	2.9853
ENTPD2	ENTPD2	954	0.192735	0.405645
ENTPD3-AS1	ENTPD3-AS1	285266	2.79435	6.47894
ENTPD4	ENTPD4	9583	12.9415	17.1735
ENTPD5	ENTPD5	957	6.4542	6.96984
ENTPD6	ENTPD6	955	58.9076	67.5057
ENTPD7	ENTPD7	57089	6.35671	4.34406
ENTPD8	ENTPD8	377841	0.0956634	0.0554186
ENY2	ENY2	56943	95.5204	89.7333
EOGT	EOGT	285203	2.78195	3.23111
EP300	EP300	2033	13.9536	14.1313
EP400	EP400	57634	9.17442	12.6596
EPAS1	EPAS1	2034	8.5812	5.15666
EPB41	EPB41	2035	3.01697	3.71
EPB41L1	EPB41L1	2036	18.8938	21.5235
EPB41L2	EPB41L2	2037	27.7759	37.4718
EPB41L3	EPB41L3	23136	204.569	227.311
EPB41L4A	EPB41L4A	64097	3.96986	6.04165
EPB41L4A-AS1	EPB41L4A-AS1	114915	17.425	10.9569
EPB41L4B	EPB41L4B	54566	5.56193	6.12805
EPB41L5	EPB41L5	57669	13.3864	14.5509
EPB42	EPB42	2038	0.0420939	0.12294
EPC1	EPC1	80314	19.3415	16.2288
EPC2	EPC2	26122	15.4838	12.0398
EPCAM	EPCAM	4072	0.108363	0.126077
EPDR1	EPDR1	54749	24.6411	25.4076
EPG5	EPG5	57724	6.01434	6.59937
EPHA1	EPHA1	2041	1.31719	3.61768
EPHA1-AS1	EPHA1-AS1	285965	0.00950945	0.18439
EPHA2	EPHA2	1969	10.229	19.7304
EPHA3	EPHA3	2042	8.48718	3.16162
EPHA4	EPHA4	2043	5.37366	9.26612
EPHA5	EPHA5	2044	0.113671	0.0916692
EPHA6	EPHA6	285220	0.0306395	0.0262327
EPHA7	EPHA7	2045	0.494994	0.167479
EPHB1	EPHB1	2047	8.56568	5.34172
EPHB2	EPHB2	2048	21.2143	24.314
EPHB3	EPHB3	2049	29.4406	37.559
EPHB4	EPHB4	2050	22.5904	22.6224
EPHB6	EPHB6	2051	0.0125157	0
EPHX1	EPHX1	2052	38.1078	47.0899
EPHX2	EPHX2	2053	1.21831	1.25918
EPHX3	EPHX3	79852	0.0290532	0.124161
EPHX4	EPHX4	253152	2.65444	4.065
EPM2A	EPM2A	7957	2.96927	2.46196
EPM2AIP1	EPM2AIP1	9852	11.2466	14.3677
EPN1	EPN1	29924	44.8721	54.0114
EPN2	EPN2	22905	44.9174	41.0181
EPN2-AS1	EPN2-AS1	100874018	0.735915	0.691229
EPOR	EPOR	2057	2.56725	1.39056
EPS15	EPS15	2060	29.9376	22.9802
EPS15L1	EPS15L1	58513	15.2026	19.1083
EPS8	EPS8	2059	32.3631	34.6532
EPS8L1	EPS8L1	54869	5.84602	8.20682
EPS8L2	EPS8L2	64787	4.06076	3.65062
EPSTI1	EPSTI1	94240	0.247985	0.20022
ERAL1	ERAL1	26284	40.3801	46.3681
ERAP1	ERAP1	51752	14.9909	14.6086
ERAP2	ERAP2	64167	3.8256	6.28136
ERBB2	ERBB2	2064	20.8643	33.5072
ERBB3	ERBB3	2065	6.69146	3.68334
ERBB4	ERBB4	2066	6.54667	4.0634
ERC1	ERC1	23085	10.7261	14.5702
ERC2	ERC2	26059	0.575352	0.96459
ERCC1	ERCC1	2067	32.0453	37.617
ERCC2	ERCC2	2068	11.954	19.5702
ERCC3	ERCC3	2071	25.4266	33.0805
ERCC4	ERCC4	2072	5.4451	3.99234
ERCC5	ERCC5	2073	20.0086	18.5497
ERCC6	ERCC6	2074	1.24813	1.35863
ERCC6L	ERCC6L	54821	4.08964	3.86821
ERCC6L2	ERCC6L2	375748	15.308	14.1841
ERCC8	ERCC8	1161	6.90946	7.33175
ERF	ERF	2077	30.7772	38.7626
ERG	ERG	2078	0.161127	0
ERGIC1	ERGIC1	57222	72.8376	90.2946
ERGIC2	ERGIC2	51290	43.8426	37.4806
ERGIC3	ERGIC3	51614	131.615	147.633
ERH	ERH	2079	183.69	154.267
ERI1	ERI1	90459	27.1094	15.2764
ERI2	ERI2	112479	14.605	18.7631
ERI3	ERI3	79033	53.2164	59.0874
ERI3-IT1	ERI3-IT1	100874278	0	0.117607
ERICH1	ERICH1	157697	10.4433	10.4666
ERICH2	ERICH2	285141	0.2245	0.368867
ERLEC1	ERLEC1	27248	45.1444	48.7426
ERLEC1P1	ERLEC1P1	100288870	0.000842213	0.612199
ERLIN1	ERLIN1	10613	13.7005	14.986
ERLIN2	ERLIN2	11160	17.6697	16.4111
ERMAP	ERMAP	114625	5.86658	7.21058
ERMARD	ERMARD	55780	12.8093	13.7759
ERMP1	ERMP1	79956	3.33805	3.06628
ERN1	ERN1	2081	2.22726	1.8261
ERP29	ERP29	10961	72.8166	82.1592
ERP29P1	ERP29P1	100420612	1.07189	0.680116
ERP44	ERP44	23071	11.6258	10.0554
ERRFI1	ERRFI1	54206	109.164	72.1898
ERV3-1	ERV3-1	2086	5.40425	6.83508
ERVH48-1	ERVH48-1	90625	0.22965	0.150413
ERVK13-1	ERVK13-1	100507321	5.29138	6.61322
ERVK3-1	ERVK3-1	105372481	37.874	40.3655
ERVMER34-1	ERVMER34-1	100288413	0.428353	0.401936
ERVW-1	ERVW-1	30816	0.356267	0.145415
ESAM	ESAM	90952	2.00114	0.856637
ESCO1	ESCO1	114799	7.7503	5.28066
ESCO2	ESCO2	157570	7.20961	6.89911
ESD	ESD	2098	94.9031	104.44
ESF1	ESF1	51575	15.5105	13.8003
ESPL1	ESPL1	9700	8.64909	12.7561
ESPN	ESPN	83715	8.56971	12.9
ESPNP	ESPNP	284729	0.146297	0
ESR1	ESR1	2099	0.139203	0.357729
ESR2	ESR2	2100	0.262617	0.465514
ESRP2	ESRP2	80004	0.136453	0.122233
ESRRA	ESRRA	2101	10.9903	13.1016
ESRRB	ESRRB	2103	0.806956	0.344597
ESRRG	ESRRG	2104	1.08164	2.06217
ESYT1	ESYT1	23344	25.0964	32.7775
ESYT2	ESYT2	57488	15.6248	13.6944
ESYT3	ESYT3	83850	0.281835	0.0943476
ETAA1	ETAA1	54465	10.3106	9.3935
ETF1	ETF1	2107	47.2364	39.6184
ETF1P2	ETF1P2	6825	0.263407	0.176025
ETFA	ETFA	2108	70.7492	75.9735
ETFB	ETFB	2109	26.0141	40.5134
ETFDH	ETFDH	2110	10.5229	10.8725
ETHE1	ETHE1	23474	10.1743	10.4281
ETNK1	ETNK1	55500	22.7159	19.362
ETNK2	ETNK2	55224	5.54929	4.91507
ETS1	ETS1	2113	5.31666	2.59046
ETS2	ETS2	2114	4.06478	2.99624
ETV1	ETV1	2115	57.3363	69.7099
ETV2	ETV2	2116	1.4527	1.45973
ETV3	ETV3	2117	8.88071	8.45818
ETV4	ETV4	2118	45.8453	65.7419
ETV5	ETV5	2119	112.195	116.498
ETV5-AS1	ETV5-AS1	100873934	0.249466	0.411604
ETV6	ETV6	2120	14.0502	10.1243
ETV7	ETV7	51513	0.141465	0.147874
EVA1A	EVA1A	84141	5.97899	1.27118
EVA1B	EVA1B	55194	16.5024	18.6785
EVA1C	EVA1C	59271	0.640517	1.76866
EVC	EVC	2121	3.01635	5.04001
EVC2	EVC2	132884	0.131184	0.232237
EVI2A	EVI2A	2123	0.276155	0.118154
EVI5	EVI5	7813	10.6352	10.2953
EVI5L	EVI5L	115704	9.21106	14.7835
EVL	EVL	51466	42.3456	51.5395
EWSR1	EWSR1	2130	150.932	218.257
EXD2	EXD2	55218	16.2249	16.7254
EXD3	EXD3	54932	5.86605	9.23481
EXO1	EXO1	9156	6.64001	8.14061
EXO5	EXO5	64789	6.33963	7.11571
EXOC1	EXOC1	55763	24.6158	22.9837
EXOC2	EXOC2	55770	10.5369	12.6834
EXOC3	EXOC3	11336	18.7731	35.169
EXOC3L1	EXOC3L1	283849	0.254729	0.157028
EXOC3L2	EXOC3L2	90332	0.0606005	0
EXOC4	EXOC4	60412	27.1534	29.7742
EXOC5	EXOC5	10640	35.0397	27.3847
EXOC5P1	EXOC5P1	644548	0.955645	0.523585
EXOC6	EXOC6	54536	10.3578	7.69353
EXOC6B	EXOC6B	23233	9.86035	10.3963
EXOC7	EXOC7	23265	41.9897	65.3156
EXOC8	EXOC8	149371	6.16256	3.9012
EXOG	EXOG	9941	10.7131	15.1999
EXOSC1	EXOSC1	51013	19.4026	19.3516
EXOSC10	EXOSC10	5394	39.7002	55.1391
EXOSC2	EXOSC2	23404	16.9199	20.7793
EXOSC3	EXOSC3	51010	22.9016	18.9877
EXOSC3P1	EXOSC3P1	100151640	0.893413	0.16492
EXOSC5	EXOSC5	56915	8.71284	5.5934
EXOSC6	EXOSC6	118460	11.8093	10.7312
EXOSC7	EXOSC7	23016	25.3842	24.5981
EXOSC8	EXOSC8	11340	45.5818	39.4186
EXOSC9	EXOSC9	5393	21.4945	27.1939
EXPH5	EXPH5	23086	0.0722326	0.0307577
EXT1	EXT1	2131	20.2604	18.6653
EXT2	EXT2	2132	35.2509	37.0974
EXTL1	EXTL1	2134	0.782004	0.957691
EXTL2	EXTL2	2135	25.4151	20.2156
EXTL3	EXTL3	2137	49.3923	69.4099
EXTL3-AS1	EXTL3-AS1	101929402	1.31	2.96214
EYA1	EYA1	2138	0.438025	0.39892
EYA2	EYA2	2139	4.36672	5.6378
EYA3	EYA3	2140	10.3221	8.45315
EYA4	EYA4	2070	11.7631	13.7611
EZH1	EZH1	2145	14.2736	19.4518
EZH2	EZH2	2146	24.0962	29.5883
EZH2P1	EZH2P1	266693	2.13171	1.01384
EZR	EZR	7430	62.8294	48.0938
F10	F10	2159	0.249202	0.156206
F11R	F11R	50848	1.19638	1.88709
F12	F12	2161	0.519875	1.5105
F2R	F2R	2149	83.6553	95.7295
F2RL1	F2RL1	2150	10.2175	7.21218
F2RL2	F2RL2	2151	9.68349	1.28914
F3	F3	2152	21.0228	14.5975
FAAH	FAAH	2166	1.42039	2.09222
FAAH2	FAAH2	158584	0.552811	0.289549
FABP3	FABP3	2170	2.74975	5.08542
FABP4	FABP4	2167	0.105547	0.352043
FABP5	FABP5	2171	257.446	534.079
FABP5P1	FABP5P1	387934	2.74267	1.66516
FABP5P10	FABP5P10	344332	6.11891	0.237921
FABP5P11	FABP5P11	266699	1.3315	2.00795
FABP5P3	FABP5P3	220832	0.843987	0.216074
FABP5P7	FABP5P7	728641	79.1324	154.226
FABP7	FABP7	2173	2200.8	3044.26
FADD	FADD	8772	19.9749	15.436
FADS1	FADS1	3992	38.7757	54.3324
FADS2	FADS2	9415	155.63	262.132
FADS3	FADS3	3995	14.1342	15.7851
FAF1	FAF1	11124	18.1038	17.5734
FAF2	FAF2	23197	23.3925	21.3196
FAH	FAH	2184	9.90891	15.597
FAHD1	FAHD1	81889	28.1814	26.6552
FAHD2A	FAHD2A	51011	21.9482	24.4517
FAHD2B	FAHD2B	151313	2.2501	2.58573
FAHD2CP	FAHD2CP	729234	3.35787	2.76771
FAIM	FAIM	55179	3.28273	7.48199
FAIM2	FAIM2	23017	1.20729	1.25232
FAM102A	FAM102A	399665	10.8951	10.9107
FAM102B	FAM102B	284611	6.43488	5.08077
FAM104A	FAM104A	84923	20.0562	14.1123
FAM104B	FAM104B	90736	12.6858	14.0123
FAM106B	FAM106B	100996259	0.352816	0.548572
FAM107A	FAM107A	11170	3.88326	13.2377
FAM107B	FAM107B	83641	13.2601	16.5853
FAM110A	FAM110A	83541	2.83846	2.42319
FAM110B	FAM110B	90362	9.43794	10.8304
FAM110C	FAM110C	642273	1.15763	2.99896
FAM110D	FAM110D	79927	0.310129	0.184305
FAM111A	FAM111A	63901	11.7144	15.6553
FAM111B	FAM111B	374393	5.76216	9.96992
FAM114A1	FAM114A1	92689	13.9664	19.6338
FAM114A2	FAM114A2	10827	11.1892	10.5532
FAM117A	FAM117A	81558	3.02285	4.26704
FAM117B	FAM117B	150864	5.42036	3.01623
FAM118A	FAM118A	55007	7.61917	8.16468
FAM118B	FAM118B	79607	19.6417	20.4838
FAM120A	FAM120A	23196	40.3568	46.2145
FAM120AOS	FAM120AOS	158293	24.8318	34.9082
FAM120B	FAM120B	84498	11.5019	19.0835
FAM122A	FAM122A	116224	5.47428	4.56179
FAM122B	FAM122B	159090	17.1952	17.6903
FAM122C	FAM122C	159091	2.05914	2.89811
FAM124A	FAM124A	220108	1.35599	2.51951
FAM126A	FAM126A	84668	12.4201	11.9757
FAM126B	FAM126B	285172	3.52475	2.40122
FAM131A	FAM131A	131408	12.359	16.8646
FAM131B	FAM131B	9715	18.8692	17.0789
FAM133A	FAM133A	286499	0.0464483	0.131749
FAM133B	FAM133B	257415	16.8911	12.0329
FAM133CP	FAM133CP	728640	0.896735	0.1951
FAM133DP	FAM133DP	728066	6.71675	3.40555
FAM135A	FAM135A	57579	18.9148	29.0824
FAM135B	FAM135B	51059	1.57794	0.312027
FAM136A	FAM136A	84908	31.1395	31.3754
FAM13A	FAM13A	10144	4.09232	4.80225
FAM13A-AS1	FAM13A-AS1	285512	0.381583	0.530682
FAM13B	FAM13B	51306	14.779	14.453
FAM13C	FAM13C	220965	3.23718	6.33116
FAM149A	FAM149A	25854	1.29444	1.70679
FAM149B1	FAM149B1	317662	13.7277	20.5811
FAM149B1P1	FAM149B1P1	388181	0.0647369	0.242222
FAM151B	FAM151B	167555	1.2415	1.40751
FAM155A	FAM155A	728215	1.84357	0.341511
FAM155B	FAM155B	27112	0.972874	0.638085
FAM157A	FAM157A	728262	0.0696804	0.396194
FAM157B	FAM157B	100132403	0.143161	0.489193
FAM157C	FAM157C	100996541	0	0.0245618
FAM160A2	FAM160A2	84067	11.389	17.1432
FAM160B1	FAM160B1	57700	5.96747	4.11225
FAM160B2	FAM160B2	64760	19.2864	31.8001
FAM161A	FAM161A	84140	7.62031	9.28921
FAM161B	FAM161B	145483	3.41958	3.35494
FAM162A	FAM162A	26355	22.2585	17.5567
FAM162B	FAM162B	221303	0	0.0587447
FAM166A	FAM166A	401565	0.146006	0.594832
FAM167A	FAM167A	83648	2.18762	0.762243
FAM167B	FAM167B	84734	0.0617017	0.06655
FAM168A	FAM168A	23201	35.4972	47.7509
FAM168B	FAM168B	130074	59.3867	52.7034
FAM169A	FAM169A	26049	6.02938	6.67607
