SYMBOL,ENTREZID,Control 1a C1A_NA,Control 1b C1B_NA,Control 2a C2A_NA,Control 2b C2B_NA,Control 3a C3a_NA,Control 3b C3b_NA,Control 4a C4a_NA,Tissue (HPA),Cell type (HPA),Level (HPA),Reliability (HPA)
FTH1P4,2499,0.372108,0.396015,0.195757,0.401314,0.26475,0.846775,0.121325,NA,NA,NA,NA
FTH1P5,2509,0.287186,0,0.100141,0.205289,0.135227,0,0.123912,NA,NA,NA,NA
FTH1P7,2500,5.16003,4.56643,5.20158,6.84057,5.30115,7.3424,7.04354,NA,NA,NA,NA
FTL,2512,2622.87,2687.39,1755.95,1592.07,3207.68,3508.6,5635.33,cerebral-cortex,glial-cells,High,Enhanced
FTLP15,442304,0.497453,0.105272,0,0.106677,0.140543,0.299477,0.128781,NA,NA,NA,NA
FTLP2,392437,9.56729,6.92642,4.00331,3.77939,7.82448,8.79115,10.1678,NA,NA,NA,NA
FTLP3,284764,330.083,351.169,202.865,185.192,413.678,455.607,604.142,NA,NA,NA,NA
FTO,79068,23.5512,21.0251,23.9022,24.7851,21.9723,19.2149,29.9901,cerebral-cortex,glial-cells,Low,Enhanced
FTO-IT1,100505692,0.322119,0.340831,0.1011,0.13818,0.136497,0.339308,0.04172,NA,NA,NA,NA
FTSJ3,117246,38.9148,34.2374,42.9031,36.9555,31.399,24.8692,27.887,NA,NA,NA,NA
FTX,100302692,2.91296,3.2898,1.49912,3.0595,3.10453,2.2049,1.30605,NA,NA,NA,NA
FUBP1,8880,69.6708,71.2586,74.3035,73.3127,54.6134,57.9039,34.5874,cerebral-cortex,glial-cells,High,Supported
FUBP3,8939,74.8508,82.6561,84.2051,94.9238,71.9837,64.1383,51.4039,NA,NA,NA,NA
FUCA1,2517,2.56769,2.67915,4.36481,4.60853,8.0841,8.13006,8.93379,NA,NA,NA,NA
FUCA2,2519,37.0402,36.5453,40.6809,38.5469,59.1047,61.1983,60.3929,NA,NA,NA,NA
FUNDC1,139341,9.25302,11.1959,11.1077,9.88252,7.87333,7.9906,6.77419,NA,NA,NA,NA
FUNDC2P2,388965,0.7895,1.31275,1.41583,1.45117,0.796652,1.35804,1.31386,NA,NA,NA,NA
FUNDC2P4,100127979,0.898334,0.158422,0.783117,0.481559,0,0.676094,0.193779,NA,NA,NA,NA
FUOM,282969,20.2813,17.229,24.9376,17.1928,16.8974,18.7265,19.2701,NA,NA,NA,NA
FURIN,5045,44.9566,41.9988,42.1931,35.7376,57.4061,65.2724,60.5176,NA,NA,NA,NA
FUS,2521,299.737,287.208,282.878,281.505,192.708,189.541,113.041,cerebral-cortex,glial-cells,High,Supported
FUT10,84750,8.53362,7.48229,6.00911,5.32249,6.53322,5.13909,7.99896,NA,NA,NA,NA
FUT11,170384,13.2429,13.2966,9.56871,10.1773,11.7666,13.1143,10.3342,NA,NA,NA,NA
FUT2,2524,0.259651,0.219835,0.149103,0.682956,0.10212,0.323469,0.618722,NA,NA,NA,NA
FUT4,2526,1.03896,0.947759,1.41707,1.36852,1.37217,1.49358,1.12105,NA,NA,NA,NA
FUT8,2530,19.5042,17.6165,17.1911,18.3216,16.2244,16.9193,26.3317,cerebral-cortex,glial-cells,Medium,Enhanced
FUZ,80199,6.81787,4.02691,4.09758,5.24037,3.97955,5.48193,4.27798,NA,NA,NA,NA
FXN,2395,20.3895,20.6539,16.8067,19.6676,16.4942,18.209,24.5262,cerebral-cortex,glial-cells,Medium,Supported
FXR1,8087,64.7744,69.4142,79.8896,84.429,88.3823,72.757,39.2457,cerebral-cortex,glial-cells,Low,Approved
FXR2,9513,33.9396,32.5813,47.8144,38.7697,46.014,54.5865,51.7184,cerebral-cortex,glial-cells,Medium,Supported
FXYD1,5348,0.861976,1.32145,0.270954,0.0795204,0.209506,0.173929,0.288877,NA,NA,NA,NA
FXYD5,53827,80.6126,77.7457,120.551,112.051,148.126,171.055,211.231,NA,NA,NA,NA
FXYD6,53826,0.140329,0.152567,0.0735745,0.0754185,0,0,0.142117,cerebral-cortex,glial-cells,Medium,Enhanced
FYCO1,79443,6.47045,6.00806,1.99161,2.07958,8.48956,8.99116,11.7275,NA,NA,NA,NA
FYN,2534,57.241,53.0159,121.304,110.201,86.7136,87.5585,81.4408,NA,NA,NA,NA
FYTTD1,84248,56.0403,54.803,53.5869,56.1232,63.3394,58.6773,39.1175,NA,NA,NA,NA
FZD1,8321,6.55904,6.8897,5.38929,7.21327,4.61494,5.1442,4.79653,cerebral-cortex,glial-cells,Low,Approved
FZD2,2535,44.4242,44.7384,42.2788,37.4595,47.3771,40.4983,47.6364,NA,NA,NA,NA
FZD3,7976,0.173619,0.183707,0.154344,0.465179,0.245094,0.130661,0.337195,cerebral-cortex,glial-cells,Medium,Approved
FZD4,8322,5.74996,6.45679,0.84876,0.893631,2.61453,2.09001,1.15616,NA,NA,NA,NA
FZD6,8323,21.4216,21.3132,47.7403,53.4839,48.6343,48.2097,26.3009,cerebral-cortex,glial-cells,Low,Approved
FZD7,8324,39.9485,36.6497,37.7429,37.5718,30.5029,29.2963,35.7833,cerebral-cortex,glial-cells,Medium,Approved
FZD8,8325,23.7297,25.2369,5.44455,4.0207,8.70567,11.6314,12.6198,cerebral-cortex,glial-cells,Low,Approved
FZR1,51343,31.8186,30.5348,33.8643,34.3002,36.2076,28.4466,41.6,NA,NA,NA,NA
G0S2,50486,4.55465,4.81931,12.6883,17.9441,2.72715,2.08606,3.84533,NA,NA,NA,NA
G2E3,55632,20.5238,20.3171,13.1309,21.6807,7.80522,7.38716,2.53004,NA,NA,NA,NA
G3BP1,10146,83.9542,73.9886,75.2755,96.1695,71.1226,67.9542,68.7078,NA,NA,NA,NA
G3BP2,9908,130.567,132.973,144.748,172.51,136.647,169.743,143.633,cerebral-cortex,glial-cells,High,Enhanced
G6PC3,92579,55.6276,57.9622,62.9192,61.7286,83.5502,91.5039,122.982,NA,NA,NA,NA
G6PD,2539,17.1971,17.0592,7.16033,5.94481,5.35348,6.98081,7.4695,NA,NA,NA,NA
GAA,2548,18.9967,18.2785,22.8371,19.7137,16.5223,23.0969,23.9345,NA,NA,NA,NA
GAB1,2549,10.6542,8.3692,3.10218,3.70947,3.18905,3.08287,0.925758,cerebral-cortex,glial-cells,Medium,Approved
GAB2,9846,3.27205,3.30653,3.83218,3.64682,4.23406,4.41504,2.37388,cerebral-cortex,glial-cells,Medium,Enhanced
GABARAP,11337,437.538,471.702,366.149,386.639,578.566,596.811,705.166,NA,NA,NA,NA
GABARAPL1,23710,51.4677,49.9519,43.1761,42.4925,105.105,114.285,73.1665,NA,NA,NA,NA
GABARAPL2,11345,56.6407,57.1316,67.1959,63.8689,130.696,141.54,150.896,NA,NA,NA,NA
GABBR2,9568,0.0769574,0.0250552,0.445867,0.43806,0.217378,0.2316,0.298902,NA,NA,NA,NA
GABPA,2551,2.32385,2.46329,2.1491,2.64584,2.41046,1.74677,1.30437,cerebral-cortex,glial-cells,Low,Supported
GABPB1,2553,14.9547,14.4171,22.1656,29.4311,17.6543,17.7505,10.6191,cerebral-cortex,glial-cells,High,Supported
GABPB1-AS1,100129387,3.8108,3.82975,4.56233,4.10676,4.59723,5.15329,4.21684,NA,NA,NA,NA
GABPB2,126626,2.44306,2.00857,2.84443,2.48602,1.8845,1.56793,2.37876,NA,NA,NA,NA
GABRA5,2558,0.0257145,0.0943446,6.36846,4.68339,0.378728,0.284035,1.38452,NA,NA,NA,NA
GABRB1,2560,2.45415,1.32906,0.619072,1.28608,1.37816,0.366731,0.340627,NA,NA,NA,NA
GABRB3,2562,0.0763751,0.187713,0.551883,0.715329,0.14816,0,0.53105,NA,NA,NA,NA
GABRE,2564,10.4195,8.39168,14.8872,9.87274,0.153244,1.07515,2.34235,NA,NA,NA,NA
GABRR2,2570,0.33678,0.439943,0.540948,0.521218,0.956137,0.905319,0.0572014,NA,NA,NA,NA
GAD1,2571,0,0,0.0658554,0.108058,0.0294437,0.135409,0.528798,NA,NA,NA,NA
GADD45A,1647,68.3489,65.6669,39.0713,31.2443,64.2858,56.2641,79.3364,NA,NA,NA,NA
GADD45B,4616,35.0164,29.1255,53.056,36.945,40.0443,47.928,59.0095,cerebral-cortex,glial-cells,Medium,Approved
GADD45G,10912,0.304815,0.725687,1.59433,1.01199,0.591979,0.802727,0.78921,cerebral-cortex,glial-cells,Low,Approved
GADD45GIP1,90480,100.534,103.934,117.369,112.43,106.997,120.031,149.33,NA,NA,NA,NA
GAK,2580,29.2187,27.9019,19.635,20.6527,22.6474,22.3952,28.0698,NA,NA,NA,NA
GAL,51083,0.213438,0.11292,0.334915,0.114439,0.301477,0.160601,0.207227,NA,NA,NA,NA
GAL3ST3,89792,0.0235455,0.174399,0.142581,0.176756,0.197958,0.0769218,0.272251,NA,NA,NA,NA
GAL3ST4,79690,3.38333,3.09768,2.3673,2.01182,1.9438,1.68226,0.717984,NA,NA,NA,NA
GALC,2581,7.08811,8.72962,13.5706,12.3715,9.95565,12.1902,9.3094,NA,NA,NA,NA
GALE,2582,19.5976,16.7794,17.6389,13.4186,21.5979,25.6254,18.8392,NA,NA,NA,NA
GALK1,2584,11.4112,16.0951,17.2271,13.7682,16.4323,24.8711,18.5307,cerebral-cortex,glial-cells,Low,Approved
GALK2,2585,7.33761,8.74156,8.29218,8.63483,8.82471,7.80636,6.50944,NA,NA,NA,NA
GALM,130589,3.02617,3.07544,2.65921,2.6775,2.63766,3.44343,1.01664,NA,NA,NA,NA
GALNS,2588,17.5025,16.9955,19.6112,18.8821,23.3695,22.9517,26.2797,cerebral-cortex,glial-cells,Medium,Supported
GALNT1,2589,50.4151,46.111,91.5861,99.4607,47.4288,52.8954,29.1373,NA,NA,NA,NA
GALNT10,55568,96.2535,106.659,256.976,200.573,345.712,334.555,303.644,NA,NA,NA,NA
GALNT11,63917,17.4064,15.0108,22.0605,17.0326,30.3113,26.9483,27.8087,NA,NA,NA,NA
GALNT12,79695,0.311748,0.294466,0.176647,0.245401,0.144774,0.258778,0.269068,NA,NA,NA,NA
GALNT14,79623,0.0232136,0.200455,0.367683,0.407113,0.332992,0.658879,0.537623,NA,NA,NA,NA
GALNT15,117248,0.0904508,0.0317781,6.67526,7.12981,5.12199,7.95067,4.25052,NA,NA,NA,NA
GALNT16,57452,9.02735,10.1773,0.53303,0.311098,0.755521,0.974135,1.93901,NA,NA,NA,NA
GALNT18,374378,0.257265,0.226845,0.149513,0.103341,0.141302,0.322603,0.590034,cerebral-cortex,glial-cells,Medium,Approved
GALNT2,2590,107.66,100.996,117.024,99.313,128.675,141.879,128.545,cerebral-cortex,glial-cells,Low,Supported
GALNT3,2591,3.30105,4.52401,0.821216,0.574318,5.51228,7.93822,9.44396,NA,NA,NA,NA
GALNT4,8693,3.85303,3.38533,3.9803,4.9442,3.65746,4.06957,2.42164,NA,NA,NA,NA
GALNT5,11227,14.6228,15.2589,4.8882,4.9476,22.6247,20.187,18.6939,NA,NA,NA,NA
GALNT6,11226,8.04531,7.06723,0.40489,0.691096,24.957,34.621,39.1635,cerebral-cortex,glial-cells,Low,Enhanced
GALNT7,51809,17.6633,14.974,10.1455,12.7208,18.2147,17.1074,9.39936,NA,NA,NA,NA
GALNT9,50614,0.0824075,0.0916602,0.343976,0.278873,0.0917622,0.0711797,0.0280546,NA,NA,NA,NA
GALR2,8811,0.0566092,0.149894,0.088864,0.0607077,0.0800005,0.0426507,0.219894,NA,NA,NA,NA
GAMT,2593,24.2835,23.8283,21.3994,20.1687,53.8359,60.8031,59.756,NA,NA,NA,NA
GAN,8139,0.556896,0.555567,0.867724,0.867307,0.616064,0.54978,0.449956,NA,NA,NA,NA
GANAB,23193,323.883,345.852,398.246,354.691,447.048,458.688,477.961,cerebral-cortex,glial-cells,Low,Enhanced
GANC,2595,4.63634,7.01125,4.85333,5.18501,5.32255,5.15723,4.30409,cerebral-cortex,glial-cells,High,Approved
GAP43,2596,32.2764,38.1726,6.12423,6.82323,0.15601,0.199461,1.14403,cerebral-cortex,glial-cells,High,Enhanced
GAPDH,2597,3048.07,3017.42,3613.53,3648.51,5921.78,7744.92,6694.44,cerebral-cortex,glial-cells,Medium,Supported
GAPDHP1,2616,89.1394,90.4632,101.172,114.735,173.385,222.44,197.505,NA,NA,NA,NA
GAPDHP14,54050,0.313157,0.0946616,0.0935835,0,0.189537,0.201938,0.115811,NA,NA,NA,NA
GAPDHP2,170516,0.165223,0.262235,0.561725,0.221475,0.758443,0.68375,0.748619,NA,NA,NA,NA
GAPDHP21,389970,0.0813857,0.129172,0.127706,0.0436378,0.172428,0.367421,0.421436,NA,NA,NA,NA
GAPDHP38,729493,0.739791,1.21767,1.24693,1.23409,2.20594,2.41211,3.08599,NA,NA,NA,NA
GAPDHP40,100131743,49.4831,48.3775,60.9188,61.3527,107.726,131.267,108.212,NA,NA,NA,NA
GAPDHP44,100240709,6.3309,5.87762,7.69086,6.43864,12.5765,16.534,15.5983,NA,NA,NA,NA
GAPDHP60,2601,2.44625,2.89549,3.12285,4.13499,5.27061,6.48898,6.44101,NA,NA,NA,NA
GAPDHP61,729403,0.409462,0.259953,0.642504,0.395184,1.09884,1.47883,1.4312,NA,NA,NA,NA
GAPDHP62,100128961,0.00996488,0.342537,0,0.387163,0.22368,0.340701,0.000103407,NA,NA,NA,NA
GAPDHP63,442231,2.32813,2.54985,2.77725,2.71562,4.49983,5.53183,5.76344,NA,NA,NA,NA
GAPDHP65,389849,17.8712,15.9672,19.9355,19.1645,32.6354,42.5249,35.6295,NA,NA,NA,NA
GAPDHP69,2611,0.122381,0.215821,0.128022,0.262476,0.230475,0.368332,0.475291,NA,NA,NA,NA
GAPDHP70,642259,12.3646,13.2482,13.0977,15.7691,26.389,33.9266,26.8127,NA,NA,NA,NA
GAPDHP71,2613,0.328385,0.477767,0.472342,0.572244,1.10158,1.60606,1.11593,NA,NA,NA,NA
GAPDHP72,346085,4.23206,3.35848,4.46969,4.71288,6.43733,9.30799,8.32337,NA,NA,NA,NA
GAPDHP73,442262,0.449289,0.259306,0.384543,0.26281,0.807662,1.10637,0.687383,NA,NA,NA,NA
GAPVD1,26130,12.7584,18.5617,18.144,21.3566,14.6747,12.6747,13.7678,NA,NA,NA,NA
GAR1,54433,14.1049,14.4334,13.873,13.9887,9.71342,7.75508,8.5014,cerebral-cortex,glial-cells,Medium,Supported
GARNL3,84253,0.238147,0.668099,0.489199,0.467159,0.521958,0.977671,0.940385,NA,NA,NA,NA
GART,2618,40.5448,44.2219,57.0995,52.3768,44.5293,42.2287,55.4501,cerebral-cortex,glial-cells,Low,Approved
GAS1,2619,4.12539,3.72825,2.63654,2.74328,0.442742,0.264158,0.308441,cerebral-cortex,glial-cells,Medium,Approved
GAS2L1,10634,15.476,13.7226,21.1986,18.7322,19.6492,23.1003,30.6643,cerebral-cortex,glial-cells,Medium,Approved
GAS2L3,283431,3.50764,5.02403,3.02114,3.48153,0.739462,0.506816,0.480363,NA,NA,NA,NA
GAS5,60674,352.697,295.039,403.748,397.123,291.931,299.462,216.722,NA,NA,NA,NA
GAS5-AS1,100506046,0.601071,0.353343,0.209672,0.572919,0.377344,0,0.25936,NA,NA,NA,NA
GAS6,2621,47.5385,39.9208,160.121,127.519,576.888,647.666,225.205,NA,NA,NA,NA
GAS6-AS1,650669,0.261706,0.165569,1.10019,1.13515,0.612692,1.13258,0.736188,NA,NA,NA,NA
GAS7,8522,0.11352,0.309987,0.354214,0.307787,0.391771,0.5001,0.311796,cerebral-cortex,glial-cells,Medium,Enhanced
GAS8,2622,8.62847,8.49616,6.02313,6.22516,3.48271,4.41317,4.04402,NA,NA,NA,NA
GATA2,2624,15.5633,13.81,0.393279,0.36614,2.14372,1.91054,4.44327,NA,NA,NA,NA
GATA3,2625,2.47717,2.0802,0.504309,0.850327,0.0161583,0,1.54927,NA,NA,NA,NA
GATA6,2627,11.4775,11.0888,2.32492,1.53464,4.60102,5.33609,2.73134,NA,NA,NA,NA
GATA6-AS1,100128893,5.55944,2.39244,0.328528,0.150705,4.67725,5.81407,2.93188,NA,NA,NA,NA
GATAD1,57798,11.5235,10.5098,8.24214,8.89829,10.8185,11.449,11.3459,NA,NA,NA,NA
GATAD2A,54815,41.8664,37.0836,36.7104,34.7584,35.7305,35.1919,41.7236,cerebral-cortex,glial-cells,Medium,Enhanced
GATC,283459,7.52534,9.01482,12.8661,10.2153,10.664,13.5838,13.8103,NA,NA,NA,NA
GATM,2628,0.0468946,0.0384466,0.117981,0.0959475,0,0,0.0470387,cerebral-cortex,glial-cells,Medium,Enhanced
GBA,2629,3.25927,3.28887,3.64641,3.80506,4.32123,6.92711,9.14614,cerebral-cortex,glial-cells,High,Supported
GBA2,57704,40.0694,37.003,35.3717,31.8228,48.7103,46.6835,48.9502,cerebral-cortex,glial-cells,Medium,Approved
GBAP1,2630,0.597658,0.583742,0.504986,0.345121,0.551866,0.380495,0.386868,NA,NA,NA,NA
GBE1,2632,24.5228,23.639,30.189,35.2945,66.336,82.9731,60.7098,cerebral-cortex,glial-cells,Low,Enhanced
GBF1,8729,27.9347,27.5698,22.5571,20.6676,29.5598,28.7406,42.5039,NA,NA,NA,NA
GBGT1,26301,1.88013,1.64673,0.797761,0.794782,0.715656,0.879665,1.13958,NA,NA,NA,NA
GBP1,2633,37.108,33.0113,26.9204,22.4829,22.63,26.5184,26.217,NA,NA,NA,NA
GBP2,2634,3.85072,3.16449,4.66058,5.51547,2.12687,4.25183,0.886437,NA,NA,NA,NA
GBP3,2635,35.5336,29.5891,42.5712,37.8242,26.836,29.3079,18.2897,cerebral-cortex,glial-cells,High,Approved
GBX2,2637,1.18234,1.00574,0.198211,0.0367327,0.0669068,0.0711839,0.306395,NA,NA,NA,NA
GCA,25801,1.79111,1.64115,0.99123,0.716339,2.59704,2.40419,0.0475873,NA,NA,NA,NA
GCAT,23464,19.5387,16.6981,13.0951,11.0655,19.4039,19.6072,21.757,NA,NA,NA,NA
GCC1,79571,7.18917,6.83596,7.32576,8.51975,6.84549,7.0629,8.63485,cerebral-cortex,glial-cells,Low,Enhanced
GCC2,9648,8.79093,12.2069,9.35772,9.07387,11.6711,11.8198,3.31787,cerebral-cortex,glial-cells,Low,Enhanced
GCDH,2639,6.52961,6.94508,9.75202,8.68112,8.77033,9.82636,17.4298,cerebral-cortex,glial-cells,Medium,Enhanced
GCFC2,6936,5.04028,6.48466,5.27424,7.49065,4.67676,4.73389,2.30987,NA,NA,NA,NA
GCH1,2643,1.21714,0.397627,0.155091,0.209174,0.396562,0.758993,0.454735,NA,NA,NA,NA
GCHFR,2644,4.15905,3.05724,2.59666,3.54042,5.84604,5.4199,6.04347,NA,NA,NA,NA
GCK,2645,0.0296553,0.193126,0.0310222,0.327834,0.348076,0.209596,0.280582,cerebral-cortex,glial-cells,Low,Approved
GCKR,2646,0.533134,0.118225,0.216242,0.186421,0.335637,0.315465,0.542301,NA,NA,NA,NA
GCLC,2729,13.3511,16.4567,22.5089,22.602,30.2746,24.8981,17.2488,cerebral-cortex,glial-cells,Medium,Approved
GCLM,2730,22.5237,17.4654,25.8265,29.9181,24.1042,22.1707,24.3511,NA,NA,NA,NA
GCNT1,2650,4.28762,3.92105,4.63532,4.75946,3.4514,2.43592,1.96505,NA,NA,NA,NA
GCNT2,2651,1.21585,1.2079,0.0470357,0.0482936,7.4395,6.45389,4.13793,cerebral-cortex,glial-cells,Medium,Approved
GCNT3,9245,0.141327,0.0747128,0,0.117749,0.288428,0.0688279,0.793325,NA,NA,NA,NA
GCNT4,51301,1.54654,1.46415,0.915349,1.14573,1.20708,1.27075,0.935253,NA,NA,NA,NA
GCOM1,145781,0.0587761,0.581774,1.24625,0.899805,1.45045,1.27848,0.131735,NA,NA,NA,NA
GCOM2,339970,1.49457,2.27576,1.1821,1.32909,0.772239,0.548479,0.896581,NA,NA,NA,NA
GCSAM,257144,0.363996,0.391424,1.49755,2.20305,1.77678,2.23845,0.210247,cerebral-cortex,glial-cells,Low,Approved
GCSH,2653,9.81516,8.44807,14.1088,14.9601,9.45063,8.99565,7.1607,cerebral-cortex,glial-cells,High,Approved
GCSHP3,100329109,2.29828,1.47612,2.63448,1.93534,1.28937,3.57803,0.947538,NA,NA,NA,NA
GCSHP5,100329108,7.8997,9.00992,9.76617,10.5602,8.55054,9.11004,7.56937,NA,NA,NA,NA
GDAP1,54332,9.20568,8.16512,4.40509,8.96985,3.86908,4.9851,0.530955,NA,NA,NA,NA
GDAP2,54834,9.96033,8.47146,10.0183,10.8329,10.5027,10.4944,8.39432,cerebral-cortex,glial-cells,High,Approved
GDE1,51573,37.0078,36.6664,30.6825,29.9402,69.2916,66.2926,89.5736,NA,NA,NA,NA
GDF1,2657,0.165126,0.310855,0.0927508,0.153536,0.110092,0.204349,0.213236,NA,NA,NA,NA
GDF11,10220,7.47909,8.57305,7.73155,7.04115,9.5319,10.2509,12.4605,cerebral-cortex,glial-cells,High,Enhanced
GDF15,9518,14.836,16.1555,14.9348,15.8803,42.615,38.8221,62.3708,NA,NA,NA,NA
GDF5,8200,6.7779,6.45092,4.37119,4.00411,2.89756,1.76508,14.7359,NA,NA,NA,NA
GDF5OS,554250,0.31544,0.246525,0,0.103459,0,0.2663,0.429851,NA,NA,NA,NA
GDF6,392255,1.91124,1.42457,7.25866,4.15997,14.9859,16.0372,3.76644,NA,NA,NA,NA
GDF9,2661,0.0685306,0.19087,0.0378599,0.192861,0.218084,0.0272302,0.144382,NA,NA,NA,NA
GDI2,2665,176.666,161.715,161.328,182.988,193.537,186.968,245.64,NA,NA,NA,NA
GDI2P1,2667,1.68217,1.50373,1.66869,2.11498,2.17108,2.74958,3.2666,NA,NA,NA,NA
GDI2P2,100420259,15.1291,15.5802,15.4032,17.0033,23.7707,17.8987,24.506,NA,NA,NA,NA
GDNF,2668,2.41713,2.22557,5.45966,7.18817,2.01073,1.48551,2.22017,NA,NA,NA,NA
GDNF-AS1,100861519,0.543007,0.55034,0.606733,0.612492,0.238441,0.256123,0.655923,NA,NA,NA,NA
GDPD1,284161,1.05812,0.534156,0.646443,0.734004,1.50946,1.09568,0.943783,NA,NA,NA,NA
GDPD2,54857,0.212093,0.134649,0.220734,0.132125,0.418171,0.208129,0.198589,NA,NA,NA,NA
GDPD3,79153,2.94881,1.02547,2.27391,0.43474,3.25689,0.852936,3.1896,NA,NA,NA,NA
GDPD5,81544,3.09669,2.12583,6.93359,5.26855,5.74999,7.38957,6.66825,NA,NA,NA,NA
GDPGP1,390637,1.2524,0.649004,1.00896,0.577814,0.752185,0.608745,0.880909,cerebral-cortex,glial-cells,Medium,Approved
GEM,2669,19.1506,20.1781,35.5904,33.6562,30.8991,34.9363,10.0809,cerebral-cortex,glial-cells,Low,Approved
GEMIN2,8487,11.4583,11.7494,14.1657,15.7476,6.94386,6.84214,6.08729,NA,NA,NA,NA
GEMIN4,50628,8.4858,8.1464,12.8029,10.418,7.27946,6.43137,12.1803,NA,NA,NA,NA
GEMIN5,25929,6.78124,7.54538,7.37571,8.46769,5.91105,4.813,6.17226,NA,NA,NA,NA
GEMIN6,79833,11.7487,11.9256,11.3508,11.9281,9.91616,8.67879,11.9937,cerebral-cortex,glial-cells,Low,Approved
GEMIN7,79760,22.6525,19.884,22.1321,22.549,28.1536,37.3651,39.7932,NA,NA,NA,NA
GEMIN8,54960,6.3937,6.84067,5.869,4.99224,11.4262,8.66403,12.3965,NA,NA,NA,NA
GEMIN8P4,492303,0.681244,0.961108,0.395911,0.568158,0.264239,0.281531,0.293948,NA,NA,NA,NA
GEN1,348654,3.91651,4.31385,4.14523,5.71923,3.04688,3.10135,0.61862,NA,NA,NA,NA
GET4,51608,20.2513,18.243,13.3277,14.098,14.8243,19.259,18.3877,NA,NA,NA,NA
GFAP,2670,0.321288,0.0919666,0.116545,1.96821,0.130979,1.8772,0.403511,cerebral-cortex,glial-cells,Medium,Enhanced
GFER,2671,28.0807,25.0423,20.4286,19.527,24.1935,28.2262,34.5981,cerebral-cortex,glial-cells,Medium,Approved
GFI1,2672,0.106712,0.0978281,0.112009,0.128723,0.0746161,0.0397474,0.0170965,NA,NA,NA,NA
GFM1,85476,30.8902,26.7922,27.661,30.8433,35.0095,23.094,27.3435,cerebral-cortex,glial-cells,Medium,Enhanced
GFM2,84340,12.5528,11.9399,14.2069,12.2275,15,16.4869,18.9731,NA,NA,NA,NA
GFOD1,54438,0.236321,0.162277,0.90064,0.978827,0.940945,1.06755,1.39218,NA,NA,NA,NA
GFOD2,81577,10.8924,11.1665,11.8546,11.5362,9.94771,12.2984,16.6568,NA,NA,NA,NA
GFPT1,2673,60.66,56.9514,44.3387,44.7786,81.503,85.0411,69.6506,NA,NA,NA,NA
GFPT2,9945,17.3875,15.3405,68.916,69.1707,18.2182,31.2371,11.898,NA,NA,NA,NA
GFRA1,2674,0.652973,0.722209,0.217205,0.307195,5.9956,5.65489,0.577143,NA,NA,NA,NA
GGA1,26088,26.7785,22.3148,22.1507,16.6602,27.9474,28.3015,30.9327,NA,NA,NA,NA
GGA2,23062,35.0951,38.9562,27.2973,31.1221,31.7783,39.4928,51.4603,NA,NA,NA,NA
GGA3,23163,23.9625,21.7816,15.1001,13.3882,16.1073,15.7692,14.4689,cerebral-cortex,glial-cells,Low,Approved
GGACT,87769,3.50066,2.61566,3.40011,3.50417,2.88641,6.30642,5.39674,NA,NA,NA,NA
GGCT,79017,24.18,29.139,19.5454,18.0657,13.3079,13.1502,9.01826,cerebral-cortex,glial-cells,Low,Approved
GGCX,2677,26.1508,23.5777,25.0722,22.207,32.338,34.5411,45.7308,cerebral-cortex,glial-cells,Low,Approved
GGH,8836,15.4542,15.7601,56.4443,66.5056,47.8418,40.8164,24.6416,cerebral-cortex,glial-cells,Medium,Approved
GGN,199720,0.759408,0.410177,0.610358,0.428078,1.26301,2.60441,1.927,NA,NA,NA,NA
GGPS1,9453,23.0468,25.5353,22.2931,29.4819,27.3252,25.435,19.1772,NA,NA,NA,NA
GGT1,2678,0.17407,0.440509,0.442403,0.381601,6.38933,4.95772,2.19461,NA,NA,NA,NA
GGT5,2687,2.78765,3.5514,0.860662,0.624637,0.423122,0.526887,1.47841,NA,NA,NA,NA
GGT7,2686,13.3617,10.6474,20.3955,16.1061,23.6905,24.8563,18.912,cerebral-cortex,glial-cells,Low,Approved
GHDC,84514,0.375689,0.610292,1.48984,1.96049,0.136215,0.154479,0.0194108,NA,NA,NA,NA
GHITM,27069,50.5271,53.1738,61.7903,66.4968,61.254,60.0182,73.3752,NA,NA,NA,NA
GHR,2690,0.807512,0.777529,0.708659,0.572636,0.677168,0.778427,1.61179,NA,NA,NA,NA
GHRL,51738,2.28669,0.707342,2.26191,0.0634999,0,0.0940209,1.96766,NA,NA,NA,NA
GHRLOS,100126793,0.767545,0.562338,0.31156,0.419935,0.537437,0.336932,0.407524,NA,NA,NA,NA
GID4,79018,7.07759,5.19398,4.35814,5.96704,6.31731,6.72102,6.65913,NA,NA,NA,NA
GID8,54994,21.6802,21.4223,17.7773,18.8075,20.6932,20.8271,25.6499,cerebral-cortex,glial-cells,Low,Approved
GIGYF1,64599,6.28351,6.11928,6.70418,5.72606,4.52128,4.34609,3.03461,cerebral-cortex,glial-cells,High,Enhanced
GIGYF2,26058,21.0459,17.6057,22.4032,21.136,21.7712,20.525,14.7456,cerebral-cortex,glial-cells,Low,Approved
GINM1,116254,22.7371,22.8032,20.8477,22.0318,39.8116,44.8592,41.9052,NA,NA,NA,NA
GINS1,9837,3.16255,3.32287,3.01441,3.82626,0.903037,1.18901,0.980725,NA,NA,NA,NA
GINS2,51659,3.32698,5.41191,4.69703,7.65833,1.83522,1.74754,0.801091,NA,NA,NA,NA
GINS3,64785,3.09837,3.32582,3.22126,4.04227,1.10472,1.28517,0.719931,NA,NA,NA,NA
