	SYMBOL	ENTREZID	BD_NR.Veh.R1	BD_NR.Veh.R2
FXYD1	FXYD1	5348	11.1858	3.1635
FXYD2	FXYD2	486	1.09507	1.30963
FXYD5	FXYD5	53827	5.11781	12.2745
FXYD6	FXYD6	53826	75.8567	92.1432
FXYD7	FXYD7	53822	0.643234	0.366252
FYCO1	FYCO1	79443	4.83024	4.85325
FYN	FYN	2534	64.8567	80.7402
FYTTD1	FYTTD1	84248	35.9897	41.8368
FZD1	FZD1	8321	19.8297	31.968
FZD10	FZD10	11211	0.375789	2.17928
FZD10-AS1	FZD10-AS1	440119	2.13681	3.55
FZD2	FZD2	2535	45.6472	53.9948
FZD3	FZD3	7976	2.34818	5.8084
FZD4	FZD4	8322	12.3108	6.92858
FZD5	FZD5	7855	1.28321	1.3854
FZD6	FZD6	8323	8.85545	12.122
FZD7	FZD7	8324	24.3529	21.5788
FZD8	FZD8	8325	39.4385	40.1016
FZR1	FZR1	51343	13.7796	18.6728
G0S2	G0S2	50486	2.19097	22.6144
G2E3	G2E3	55632	11.14	14.3244
G3BP1	G3BP1	10146	67.262	73.9694
G3BP2	G3BP2	9908	63.3001	80.0386
G6PC3	G6PC3	92579	39.045	51.6063
G6PD	G6PD	2539	4.03127	7.35588
GAA	GAA	2548	8.56874	9.44013
GAB1	GAB1	2549	7.41514	14.5849
GAB2	GAB2	9846	3.90479	4.42149
GABARAP	GABARAP	11337	559.359	382.568
GABARAPL1	GABARAPL1	23710	22.6636	39.1836
GABARAPL2	GABARAPL2	11345	139.327	85.8593
GABBR2	GABBR2	9568	0.188875	0.0387749
GABPA	GABPA	2551	17.1903	14.9503
GABPB1	GABPB1	2553	16.3132	14.605
GABPB1-AS1	GABPB1-AS1	100129387	18.2373	10.6507
GABPB2	GABPB2	126626	1.029	1.2119
GABRA2	GABRA2	2555	0.282805	0.108927
GABRA3	GABRA3	2556	0.31778	0.122636
GABRA4	GABRA4	2557	0.331953	0.0594155
GABRA5	GABRA5	2558	0.699147	0.655009
GABRB1	GABRB1	2560	0.168628	0.0659631
GABRB2	GABRB2	2561	0.0158225	0.0371569
GABRB3	GABRB3	2562	1.41943	2.3256
GABRE	GABRE	2564	0.368376	1.11163
GABRG3	GABRG3	2567	0.456702	4.03231
GABRR2	GABRR2	2570	0	0.603704
GAD1	GAD1	2571	0.530814	1.30285
GAD2	GAD2	2572	0.489124	0.76237
GADD45A	GADD45A	1647	18.4276	31.9879
GADD45B	GADD45B	4616	11.9985	10.8392
GADD45G	GADD45G	10912	29.9678	12.9677
GADD45GIP1	GADD45GIP1	90480	128.647	68.6263
GAK	GAK	2580	23.9061	21.7505
GAL	GAL	51083	0.261833	4.52444
GAL3ST1	GAL3ST1	9514	0.753285	1.00866
GAL3ST2	GAL3ST2	64090	0.0934055	0.292413
GAL3ST3	GAL3ST3	89792	3.04901	2.39599
GAL3ST4	GAL3ST4	79690	8.09999	11.1489
GALC	GALC	2581	9.76233	10.5616
GALE	GALE	2582	17.8573	16.7032
GALK1	GALK1	2584	25.9724	14.9684
GALK2	GALK2	2585	9.18081	15.4335
GALM	GALM	130589	7.97973	8.91055
GALNS	GALNS	2588	16.73	12.3583
GALNT1	GALNT1	2589	37.6145	43.6547
GALNT10	GALNT10	55568	17.2073	33.57
GALNT11	GALNT11	63917	23.5942	22.3122
GALNT12	GALNT12	79695	1.84521	1.78749
GALNT13	GALNT13	114805	1.15307	1.00987
GALNT14	GALNT14	79623	0.166029	0.137942
GALNT16	GALNT16	57452	3.01828	5.07314
GALNT18	GALNT18	374378	3.846	2.07109
GALNT2	GALNT2	2590	44.6968	59.5968
GALNT3	GALNT3	2591	0.495123	0.478111
GALNT4	GALNT4	8693	1.00641	4.22055
GALNT5	GALNT5	11227	0.416707	0.54177
GALNT6	GALNT6	11226	0.0110369	0.0947199
GALNT7	GALNT7	51809	17.9266	40.6915
GALNT8	GALNT8	26290	1.03305	3.00555
GALNT9	GALNT9	50614	0.360703	0.288016
GALNTL6	GALNTL6	442117	1.63302	0.29912
GAMT	GAMT	2593	70.8514	30.4062
GAN	GAN	8139	1.00102	1.60498
GANAB	GANAB	23193	135.159	158.27
GANC	GANC	2595	4.36916	7.16716
GAP43	GAP43	2596	7.13217	26.5055
GAPDH	GAPDH	2597	1571.38	1698.96
GAPDHP1	GAPDHP1	2616	18.2065	7.03187
GAPDHP2	GAPDHP2	170516	0.13602	0.0533512
GAPDHP38	GAPDHP38	729493	0.270713	0.159198
GAPDHP39	GAPDHP39	100128589	0	0.109216
GAPDHP52	GAPDHP52	100421313	0.219077	0.0572859
GAPDHP60	GAPDHP60	2601	0.682614	0.107052
GAPDHP61	GAPDHP61	729403	0.134863	0.0528713
GAPDHP62	GAPDHP62	100128961	0.144347	0
GAPDHP65	GAPDHP65	389849	2.08783	1.10894
GAPVD1	GAPVD1	26130	13.3522	15.1984
GAR1	GAR1	54433	45.6701	32.8812
GARNL3	GARNL3	84253	5.44108	4.15897
GART	GART	2618	33.4763	40.8682
GAS1	GAS1	2619	123.898	78.1722
GAS2	GAS2	2620	36.1194	44.9676
GAS2L1	GAS2L1	10634	8.58295	10.7233
GAS2L3	GAS2L3	283431	10.4881	10.8363
GAS5	GAS5	60674	471.506	271.249
GAS5-AS1	GAS5-AS1	100506046	3.14478	1.45069
GAS6	GAS6	2621	11.997	12.5526
GAS7	GAS7	8522	1.04813	3.8365
GAS8	GAS8	2622	11.6842	6.97206
GATA2	GATA2	2624	0.559411	1.44799
GATAD1	GATAD1	57798	21.765	20.717
GATAD2A	GATAD2A	54815	25.4489	24.0146
GATAD2B	GATAD2B	57459	0.228035	0.444645
GATC	GATC	283459	12.6655	13.2646
GATM	GATM	2628	69.4189	27.2865
GBA	GBA	2629	3.36197	1.75141
GBA2	GBA2	57704	39.5198	37.9091
GBAP1	GBAP1	2630	2.69229	2.61803
GBE1	GBE1	2632	5.93036	9.39716
GBF1	GBF1	8729	17.4377	26.0378
GBGT1	GBGT1	26301	0.964962	2.46703
GBP1	GBP1	2633	1.983	2.89286
GBP2	GBP2	2634	0.447672	0.828232
GBP3	GBP3	2635	0.434973	1.71969
GBX2	GBX2	2637	0.828782	7.52591
GCA	GCA	25801	6.58236	5.30875
GCAT	GCAT	23464	20.2194	13.55
GCC1	GCC1	79571	5.87197	9.77591
GCC2	GCC2	9648	9.99711	13.7634
GCDH	GCDH	2639	17.6043	10.2021
GCFC2	GCFC2	6936	15.377	10.0762
GCH1	GCH1	2643	1.73741	1.37952
GCHFR	GCHFR	2644	11.8781	8.6887
GCK	GCK	2645	0.196578	0.769558
GCKR	GCKR	2646	0.140547	0
GCLC	GCLC	2729	4.86343	9.92237
GCLM	GCLM	2730	2.72703	13.55
GCNT1	GCNT1	2650	1.49745	1.51776
GCNT1P1	GCNT1P1	170517	0.0997143	0
GCNT2	GCNT2	2651	0.532303	1.10022
GCNT4	GCNT4	51301	0.170449	0.439076
GCOM2	GCOM2	339970	0.66186	1.32032
GCSAM	GCSAM	257144	1.3625	1.10101
GCSH	GCSH	2653	30.915	20.4102
GCSHP5	GCSHP5	100329108	15.8385	10.8495
GDAP1	GDAP1	54332	4.40969	6.36373
GDAP1L1	GDAP1L1	78997	1.62306	1.47132
GDAP2	GDAP2	54834	4.11712	6.07923
GDE1	GDE1	51573	34.6303	55.4646
GDF1	GDF1	2657	2.95124	2.91413
GDF11	GDF11	10220	9.51767	12.9783
GDF15	GDF15	9518	11.8272	24.217
GDF5	GDF5	8200	0.730852	0.866218
GDF6	GDF6	392255	4.14988	1.39169
GDF9	GDF9	2661	0.663881	0.440364
GDI1	GDI1	2664	0.795642	1.38272
GDI2	GDI2	2665	175.261	177.851
GDI2P2	GDI2P2	100420259	2.08561	1.1306
GDNF	GDNF	2668	0.111786	0.511062
GDNF-AS1	GDNF-AS1	100861519	0.157691	0.398599
GDPD1	GDPD1	284161	1.42674	2.60095
GDPD2	GDPD2	54857	0.205996	0.703323
GDPD3	GDPD3	79153	3.74158	1.37325
GDPD5	GDPD5	81544	3.22033	5.16859
GDPGP1	GDPGP1	390637	2.08239	1.44712
GEM	GEM	2669	2.87801	4.39411
GEMIN2	GEMIN2	8487	23.8749	23.2013
GEMIN4	GEMIN4	50628	9.63297	11.8723
GEMIN5	GEMIN5	25929	7.61864	8.20558
GEMIN6	GEMIN6	79833	14.4814	14.3383
GEMIN7	GEMIN7	79760	39.0773	32.9389
GEMIN8	GEMIN8	54960	18.683	11.9144
GEMIN8P4	GEMIN8P4	492303	1.52242	1.99548
GEN1	GEN1	348654	10.2831	12.9728
GET4	GET4	51608	37.9086	26.8913
GFAP	GFAP	2670	0.116644	0.28528
GFER	GFER	2671	23.5214	19.7077
GFI1	GFI1	2672	0.066264	0.172505
GFM1	GFM1	85476	25.1352	21.1548
GFM2	GFM2	84340	20.2553	15.4422
GFOD1	GFOD1	54438	0.898113	0.593008
GFOD2	GFOD2	81577	13.956	16.9042
GFPT1	GFPT1	2673	12.5131	15.7685
GFPT2	GFPT2	9945	5.06828	7.49754
GFRA1	GFRA1	2674	3.33502	8.45849
GFRA2	GFRA2	2675	0.153666	0.477578
GFRA3	GFRA3	2676	0.670385	0.513583
GGA1	GGA1	26088	28.0006	25.2263
GGA2	GGA2	23062	32.5861	30.6317
GGA3	GGA3	23163	14.3145	17.395
GGACT	GGACT	87769	4.25322	2.38628
GGCT	GGCT	79017	50.2629	46.441
GGCX	GGCX	2677	19.4906	18.7179
GGH	GGH	8836	47.0471	45.2097
GGN	GGN	199720	0.513222	1.72341
GGNBP2	GGNBP2	79893	1.58914	2.43161
GGPS1	GGPS1	9453	31.0653	32.5219
GGT1	GGT1	2678	0.726809	1.07729
GGT5	GGT5	2687	3.64151	4.14356
GGT7	GGT7	2686	12.3152	11.9679
GGTA1P	GGTA1P	2681	14.8978	5.52817
GGTA2P	GGTA2P	121328	0.117689	0.0922075
GHDC	GHDC	84514	3.12908	2.58112
GHITM	GHITM	27069	87.3402	77.4906
GHR	GHR	2690	3.02313	1.48513
GHRL	GHRL	51738	0.825432	0.500509
GHRLOS	GHRLOS	100126793	1.12699	0.897571
GID4	GID4	79018	5.19169	5.16502
GID8	GID8	54994	37.6718	39.0051
GIGYF1	GIGYF1	64599	14.6505	14.9393
GIGYF2	GIGYF2	26058	21.9535	18.6041
GIMAP2	GIMAP2	26157	0.131368	0.342626
GINM1	GINM1	116254	31.3906	26.0774
GINS1	GINS1	9837	20.1171	19.7625
GINS2	GINS2	51659	34.6922	31.4705
GINS3	GINS3	64785	14.8094	18.3205
GINS4	GINS4	84296	11.1116	22.3324
GIPC1	GIPC1	10755	50.927	44.2701
GIPC3	GIPC3	126326	0.200319	0.625279
GIPR	GIPR	2696	1.35591	1.00235
GIT1	GIT1	28964	15.6673	18.2731
GIT2	GIT2	9815	19.5024	22.3148
GJA1	GJA1	2697	63.1977	74.6438
GJA1P1	GJA1P1	2698	0.0576838	0.135604
GJA9	GJA9	81025	0.25659	0.021833
GJC1	GJC1	10052	19.6737	28.7185
GJC2	GJC2	57165	0.457543	0.441581
GK	GK	2710	2.92799	3.05022
GK-AS1	GK-AS1	100873902	0	0.0932693
GK5	GK5	256356	4.14421	5.52841
GKAP1	GKAP1	80318	8.05767	4.13819
GLA	GLA	2717	4.30409	0.114699
GLB1	GLB1	2720	23.4647	31.0019
GLB1L	GLB1L	79411	3.98065	3.95288
GLB1L2	GLB1L2	89944	1.94805	1.74926
GLCCI1	GLCCI1	113263	7.51896	6.92417
GLCE	GLCE	26035	12.129	16.1346
GLDC	GLDC	2731	0.677306	1.46043
GLDCP1	GLDCP1	2732	0.0222225	0.0520647
GLE1	GLE1	2733	12.9345	15.9454
GLG1	GLG1	2734	43.4266	53.6234
GLI1	GLI1	2735	4.00941	2.64522
GLI2	GLI2	2736	5.43563	13.8528
GLI3	GLI3	2737	13.4072	23.327
GLI4	GLI4	2738	11.9951	11.016
GLIPR1	GLIPR1	11010	1.05286	4.55174
GLIPR1L1	GLIPR1L1	256710	0	0
GLIPR1L2	GLIPR1L2	144321	0.494385	0.0907984
GLIPR2	GLIPR2	152007	99.3615	66.5437
GLIS2	GLIS2	84662	8.84989	8.97268
GLIS3	GLIS3	169792	3.54187	5.53488
GLMN	GLMN	11146	24.046	16.3291
GLO1	GLO1	2739	130.881	123.608
GLOD4	GLOD4	51031	50.0524	47.4731
GLRA2	GLRA2	2742	0.34024	0.809252
GLRB	GLRB	2743	5.45087	7.84564
GLRX	GLRX	2745	24.5232	24.8676
GLRX2	GLRX2	51022	22.6622	17.7602
GLRX3	GLRX3	10539	116.071	86.6368
GLRX5	GLRX5	51218	74.2583	50.7507
GLS	GLS	2744	29.4087	29.203
GLS2	GLS2	27165	1.76881	0.899593
GLT1D1	GLT1D1	144423	0.873934	0.631132
GLT8D1	GLT8D1	55830	63.2619	75.22
GLT8D2	GLT8D2	83468	18.108	15.3452
GLTP	GLTP	51228	14.3139	15.3498
GLTPD2	GLTPD2	388323	0.263948	0.310393
GLUD1	GLUD1	2746	32.6219	45.6904
GLUD1P3	GLUD1P3	2749	2.0211	2.25719
GLUD2	GLUD2	2747	1.10888	1.08786
GLUL	GLUL	2752	65.0614	92.6871
GLULP4	GLULP4	392305	0.236131	0.231259
GLYATL1	GLYATL1	92292	0.327599	0.565729
GLYATL1P2	GLYATL1P2	100129933	0	0.822805
GLYATL2	GLYATL2	219970	0.382326	0.709823
GLYCTK	GLYCTK	132158	5.07623	5.71064
GLYCTK-AS1	GLYCTK-AS1	100874110	0	0.431477
GLYR1	GLYR1	84656	25.4216	40.4544
GM2A	GM2A	2760	6.06297	6.14216
GMCL1	GMCL1	64395	6.75118	9.27303
GMDS	GMDS	2762	20.1888	15.9988
GMEB1	GMEB1	10691	6.66156	8.56193
GMEB2	GMEB2	26205	8.18479	6.77483
GMFB	GMFB	2764	33.8127	32.7561
GMFG	GMFG	9535	1.93716	1.71498
GMIP	GMIP	51291	3.07773	5.13578
GMNN	GMNN	51053	56.8914	56.9087
GMPPA	GMPPA	29926	28.782	26.47
GMPPB	GMPPB	29925	9.66649	16.1838
GMPR	GMPR	2766	7.99198	2.08398
GMPR2	GMPR2	51292	36.6503	42.049
GMPS	GMPS	8833	44.533	53.77
GMPSP1	GMPSP1	728564	6.01452	4.19477
GNA11	GNA11	2767	22.1712	22.9678
GNA12	GNA12	2768	22.1145	31.9516
GNA13	GNA13	10672	17.2934	23.0422
GNA14	GNA14	9630	0.81997	0.904309
GNAI1	GNAI1	2770	34.3373	27.1806
GNAI2	GNAI2	2771	3.55071	6.12222
GNAI3	GNAI3	2773	49.6506	55.2433
GNAL	GNAL	2774	1.88956	3.75048
GNAO1	GNAO1	2775	4.47043	2.66755
GNAQ	GNAQ	2776	15.5026	16.4002
GNAQP1	GNAQP1	2777	0.062704	0.294865
GNAS	GNAS	2778	1372.02	1040.92
GNAS-AS1	GNAS-AS1	149775	1.65261	0.981823
GNAZ	GNAZ	2781	4.56543	3.99439
GNB1	GNB1	2782	129.518	150.539
GNB1L	GNB1L	54584	4.08859	5.69799
GNB2	GNB2	2783	154.418	127.965
GNB4	GNB4	59345	7.1584	17.4944
GNB5	GNB5	10681	5.07551	7.48202
GNE	GNE	10020	11.7844	9.12692
GNG10	GNG10	2790	40.864	24.645
GNG11	GNG11	2791	23.3214	27.4935
GNG12	GNG12	55970	24.5387	30.3526
GNG12-AS1	GNG12-AS1	100289178	0.431462	0.182643
GNG13	GNG13	51764	0.345992	0.10853
GNG2	GNG2	54331	9.86883	23.4407
GNG3	GNG3	2785	0.951489	1.24471
GNG4	GNG4	2786	0.995318	3.19317
GNG5	GNG5	2787	245.059	146.95
GNG5P2	GNG5P2	347687	1.21415	0
GNG7	GNG7	2788	1.73577	1.41907
GNG8	GNG8	94235	1.03794	1.87014
GNL2	GNL2	29889	62.2104	33.1589
GNL3	GNL3	26354	76.7686	74.553
GNL3L	GNL3L	54552	8.57353	7.32572
GNL3LP1	GNL3LP1	80060	0.529506	1.13914
GNMT	GNMT	27232	0.124703	0.488663
GNPAT	GNPAT	8443	42.1266	38.4328
GNPDA1	GNPDA1	10007	19.2864	23.9203
GNPDA2	GNPDA2	132789	7.04405	9.50702
GNPNAT1	GNPNAT1	64841	9.30444	16.2694
GNPTAB	GNPTAB	79158	7.51944	7.51663
GNPTG	GNPTG	84572	36.399	23.444
GNRH1	GNRH1	2796	5.12571	2.39132
GNRH2	GNRH2	2797	0	0.0757618
GNRHR	GNRHR	2798	0.241081	0.313941
GNS	GNS	2799	28.2104	37.6816
GOLGA1	GOLGA1	2800	6.13686	7.81848
GOLGA2	GOLGA2	2801	39.2955	43.2919
GOLGA2P5	GOLGA2P5	55592	0.275788	0.486378
GOLGA2P7	GOLGA2P7	388152	5.11517	4.78687
GOLGA3	GOLGA3	2802	15.289	19.0023
GOLGA4	GOLGA4	2803	27.6914	24.5997
GOLGA5	GOLGA5	9950	21.0676	18.9809
GOLGA6L10	GOLGA6L10	647042	0.0408536	0.287616
GOLGA6L17P	GOLGA6L17P	642402	0.174019	0.516981
GOLGA6L19	GOLGA6L19	101927601	0.0345209	0.161932
GOLGA6L3	GOLGA6L3	100133220	0.148234	0.260812
GOLGA6L4	GOLGA6L4	643707	0.344079	0.506962
GOLGA6L5P	GOLGA6L5P	374650	1.97517	3.54993
GOLGA6L9	GOLGA6L9	440295	0.669173	0.576521
GOLGA7	GOLGA7	51125	46.2044	36.3737
GOLGA8A	GOLGA8A	23015	30.2319	24.3919
GOLGA8B	GOLGA8B	440270	24.9702	10.2389
GOLGA8H	GOLGA8H	728498	0.064617	0.227287
GOLGA8K	GOLGA8K	653125	0.291626	0.445601
GOLGA8M	GOLGA8M	653720	0.0323086	0.227287
GOLGA8N	GOLGA8N	643699	0.092573	0.524216
GOLGA8O	GOLGA8O	728047	0.183381	0.0477727
GOLGA8Q	GOLGA8Q	727909	0.161543	0.303049
GOLGA8R	GOLGA8R	101059918	0.0970971	0.556565
GOLGA8T	GOLGA8T	653075	0.0647302	0.151791
GOLGB1	GOLGB1	2804	16.8255	19.9728
GOLIM4	GOLIM4	27333	16.5184	24.7947
GOLM1	GOLM1	51280	48.9723	67.7304
GOLPH3	GOLPH3	64083	43.4306	41.8832
GOLPH3L	GOLPH3L	55204	9.43991	12.2061
GOLT1B	GOLT1B	51026	24.3388	37.8664
GON4L	GON4L	54856	13.5176	12.4565
GOPC	GOPC	57120	17.295	17.1856
GORAB	GORAB	92344	15.1761	10.8445
GORASP1	GORASP1	64689	17.8941	23.4922
GORASP2	GORASP2	26003	50.8238	57.8867
GOSR1	GOSR1	9527	13.0943	16.1683
GOSR2	GOSR2	9570	36.5059	35.672
GOT1	GOT1	2805	38.3476	30.5546
GOT2	GOT2	2806	38.475	40.5495
GOT2P2	GOT2P2	391139	0.207619	0.0812831
GP1BA	GP1BA	2811	0.334868	0.56048
GPALPP1	GPALPP1	55425	19.3872	14.3628
GPAM	GPAM	57678	6.14659	7.06067
GPATCH1	GPATCH1	55094	6.80978	5.15924
GPATCH11	GPATCH11	253635	6.95081	6.7682
GPATCH2	GPATCH2	55105	6.88185	7.11228
GPATCH2L	GPATCH2L	55668	6.6875	13.5443
GPATCH3	GPATCH3	63906	12.1379	9.21813
GPATCH4	GPATCH4	54865	29.6952	22.8298
GPATCH8	GPATCH8	23131	12.9154	16.5096
GPBAR1	GPBAR1	151306	0.896305	0.180922
GPBP1	GPBP1	65056	69.8192	57.957
GPBP1L1	GPBP1L1	60313	40.8098	45.4271
GPC1	GPC1	2817	115.785	47.4175
GPC2	GPC2	221914	19.3359	22.8586
GPC3	GPC3	2719	376.29	262.598
GPC4	GPC4	2239	53.9028	58.5925
GPC5	GPC5	2262	0.737637	0.351987
GPC6	GPC6	10082	23.4718	24.3111
GPCPD1	GPCPD1	56261	9.03306	9.7704
GPD1	GPD1	2819	0.214492	0.249805
GPD1L	GPD1L	23171	3.83481	3.31085
GPD2	GPD2	2820	3.86912	8.46063
GPER1	GPER1	2852	2.53636	1.73636
GPHN	GPHN	10243	13.698	13.2241
GPI	GPI	2821	66.9055	99.6703
GPKOW	GPKOW	27238	2.42908	0.167583
GPLD1	GPLD1	2822	0.234803	0.349559
GPM6A	GPM6A	2823	2.47725	4.77429
GPM6B	GPM6B	2824	25.8457	23.3509
GPN1	GPN1	11321	34.2228	29.4621
GPN2	GPN2	54707	16.2205	13.2811
GPN3	GPN3	51184	25.2826	18.7421
GPNMB	GPNMB	10457	2.66044	2.02325
GPR1	GPR1	2825	0.911761	1.21305
GPR107	GPR107	57720	3.78638	6.84796
GPR108	GPR108	56927	23.296	19.0288
GPR12	GPR12	2835	0.0618424	0
GPR135	GPR135	64582	0.937409	1.22631
GPR137	GPR137	56834	23.1311	28.8146
GPR137B	GPR137B	7107	2.27096	3.89828
GPR137C	GPR137C	283554	2.77033	4.52388
GPR143	GPR143	4935	0.549991	2.10581
GPR146	GPR146	115330	1.01752	0.777819
GPR153	GPR153	387509	20.8908	13.8951
GPR155	GPR155	151556	1.63581	1.39472
GPR156	GPR156	165829	0.250127	0.544845
GPR157	GPR157	80045	0.665566	0.919354
GPR158	GPR158	57512	0	0.103374
GPR160	GPR160	26996	0.48536	0.253537
GPR161	GPR161	23432	5.22493	13.4601
GPR17	GPR17	2840	0.22392	0.103905
GPR176	GPR176	11245	1.22854	3.69621
GPR180	GPR180	160897	2.76003	4.39007
GPR183	GPR183	1880	0.219275	0.171462
GPR19	GPR19	2842	1.91908	4.00266
GPR27	GPR27	2850	1.05305	1.12862
GPR3	GPR3	2827	0.746124	1.8612
GPR34	GPR34	2857	0.350045	0
GPR35	GPR35	2859	0.605541	0.971977
GPR37	GPR37	2861	3.79018	2.02879
GPR37L1	GPR37L1	9283	0.035017	0.0135705
GPR39	GPR39	2863	0.315516	0.997041
GPR50	GPR50	9248	0	0.0245094
GPR61	GPR61	83873	0.742727	0.337654
GPR63	GPR63	81491	0.608319	1.18493
GPR68	GPR68	8111	0.147563	0.519902
GPR75	GPR75	10936	0.66004	1.65939
GPR75-ASB3	GPR75-ASB3	100302652	13.1915	16.6828
GPR85	GPR85	54329	0.0204443	0.255246
GPR88	GPR88	54112	0.100569	0.104671
GPR89A	GPR89A	653519	0.991562	2.70196
GPRASP1	GPRASP1	9737	1.61639	2.64494
GPRASP2	GPRASP2	114928	10.4445	15.4222
GPRC5A	GPRC5A	9052	0.241589	0.246959
GPRC5B	GPRC5B	51704	48.4545	17.0489
GPRC5C	GPRC5C	55890	17.1405	10.9242
GPRIN1	GPRIN1	114787	1.41787	3.55558
GPRIN3	GPRIN3	285513	3.13521	2.00792
GPS1	GPS1	2873	60.5246	48.6635
GPS2	GPS2	2874	35.909	32.7992
GPSM1	GPSM1	26086	20.5308	15.1434
GPSM2	GPSM2	29899	21.7757	19.5199
GPT	GPT	2875	1.75101	0.474844
GPT2	GPT2	84706	10.4458	17.5036
GPX1	GPX1	2876	86.2216	77.2254
GPX1P1	GPX1P1	441481	2.22642	1.54909
GPX2	GPX2	2877	0.349756	0.215469
GPX3	GPX3	2878	4.4733	3.75763
GPX4	GPX4	2879	227.721	161.213
GPX7	GPX7	2882	19.917	16.5597
GPX8	GPX8	493869	64.8425	83.7776
GRAMD1A	GRAMD1A	57655	27.3801	34.4176
GRAMD1B	GRAMD1B	57476	1.21557	1.89904
GRAMD1C	GRAMD1C	54762	1.90112	2.17818
GRAMD4	GRAMD4	23151	5.83105	6.61962
GRAP	GRAP	10750	0.336984	1.39993
GRAP2	GRAP2	9402	0.255602	0.169056
GRASP	GRASP	160622	17.121	8.05617
GRB10	GRB10	2887	18.8325	24.5686
GRB14	GRB14	2888	2.4502	0.599844
GRB2	GRB2	2885	33.6055	34.4876
GREB1	GREB1	9687	3.60312	5.6126
GREB1L	GREB1L	80000	0.725218	1.27717
GREM1	GREM1	26585	0.586982	2.10716
GREM2	GREM2	64388	1.14039	0.499242
GRHL1	GRHL1	29841	0.457067	0.607847
GRHL3	GRHL3	57822	0.169552	0.317609
GRHPR	GRHPR	9380	84.5681	51.5847
GRIA1	GRIA1	2890	1.8085	3.96806
GRIA2	GRIA2	2891	0.545695	0.663799
GRIA3	GRIA3	2892	2.52765	2.76071
GRIA4	GRIA4	2893	2.92107	2.96599
GRID1	GRID1	2894	2.36501	2.99106
GRID2	GRID2	2895	0.139779	0.0852101
GRIK1	GRIK1	2897	1.70389	0.700955
GRIK1-AS1	GRIK1-AS1	642976	0	0.277356
GRIK2	GRIK2	2898	1.10381	0.508482
GRIK3	GRIK3	2899	0.0198726	0.0533401
GRIK4	GRIK4	2900	0.214734	0.312211
GRIK5	GRIK5	2901	0.472497	0.516078
GRIN2A	GRIN2A	2903	0.0181774	0.0324872
GRIN2B	GRIN2B	2904	0.0307682	0.12153
GRIN2C	GRIN2C	2905	0.0588203	0.135856
GRIN2D	GRIN2D	2906	1.12931	1.33927
GRIN3A	GRIN3A	116443	3.83771	2.86954
GRIN3B	GRIN3B	116444	0.214771	0.195608
GRINA	GRINA	2907	2.96503	3.15575
GRIP1	GRIP1	23426	1.16476	1.90942
GRIP2	GRIP2	80852	2.72462	0.706854
GRIPAP1	GRIPAP1	56850	3.81676	6.40006
GRK4	GRK4	2868	6.38206	4.91589
GRK5	GRK5	2869	9.09113	18.0721
GRK6	GRK6	2870	11.5079	15.4062
GRM1	GRM1	2911	0.241123	0.210839
GRM2	GRM2	2912	0.666494	0.529703
GRM3	GRM3	2913	0.773262	3.39969
GRM4	GRM4	2914	0.306639	0.144357
GRM7	GRM7	2917	0.308482	0.0853466
GRM8	GRM8	2918	0.67911	0.39673
GRN	GRN	2896	71.9596	74.3879
GRP	GRP	2922	0.679285	0
GRPEL1	GRPEL1	80273	24.3545	24.8712
GRPEL2	GRPEL2	134266	7.11603	8.84916
GRPEL2-AS1	GRPEL2-AS1	106144529	0.252143	0.201441
GRPR	GRPR	2925	0.0317535	0.124096
GRSF1	GRSF1	2926	64.0899	59.9639
GRTP1	GRTP1	79774	2.7667	3.39871
GRWD1	GRWD1	83743	16.2536	19.9737
GS1-124K5.11	GS1-124K5.11	493754	0.834684	0.820065
GS1-124K5.4	GS1-124K5.4	100289098	5.20014	3.56737
GS1-24F4.2	GS1-24F4.2	100652791	1.63233	1.67527
GSAP	GSAP	54103	0.30611	0.431633
GSDMB	GSDMB	55876	7.92115	6.75172
GSDMD	GSDMD	79792	4.02581	3.40434
GSE1	GSE1	23199	13.196	18.7935
GSG1	GSG1	83445	0.6933	0.160031
GSK3A	GSK3A	2931	34.394	28.1698
GSK3B	GSK3B	2932	13.1607	20.3591
GSKIP	GSKIP	51527	12.0264	13.3708
GSN	GSN	2934	72.0085	83.6364
GSN-AS1	GSN-AS1	57000	0.496482	0.340074
GSPT1	GSPT1	2935	68.3011	69.9023
GSR	GSR	2936	16.6136	25.5536
GSS	GSS	2937	23.7732	28.2982
GSTA4	GSTA4	2941	74.8849	50.3637
GSTCD	GSTCD	79807	7.50749	8.35034
GSTK1	GSTK1	373156	61.4559	49.8894
GSTM1	GSTM1	2944	3.85802	5.90757
GSTM2	GSTM2	2946	40.0144	20.2519
GSTM2P1	GSTM2P1	442245	0.705837	0.370603
GSTM3	GSTM3	2947	58.7898	32.6414
GSTM3P1	GSTM3P1	170523	0.283312	0
GSTM4	GSTM4	2948	10.6634	9.32219
GSTO1	GSTO1	9446	63.0368	59.8696
GSTO2	GSTO2	119391	0.326958	0.376515
GSTP1	GSTP1	2950	411.023	451.66
GSTT1	GSTT1	2952	35.391	24.5537
GSTT2	GSTT2	2953	3.31742	1.39314
GSTZ1	GSTZ1	2954	29.7345	15.6706
GSX1	GSX1	219409	0.0374591	0
GTDC1	GTDC1	79712	18.8886	13.9447
GTF2A1	GTF2A1	2957	11.5555	12.4317
